,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 1 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Velocity,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 1 > Spindle > Battery Voltage,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Velocity,Machines > Bridgeport Mill 2 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 2 > Spindle > Battery Voltage,Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 3 > Spindle > Battery Voltage,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity,Machines > Drill Press > MIB > X-Horizontal > Peak Acceleration,Machines > Drill Press > MIB > X-Horizontal > Peak Velocity,Machines > Drill Press > MIB > Y-Radial > Band 1,Machines > Drill Press > MIB > Y-Radial > Damage Accumulation,Machines > Drill Press > MIB > Y-Radial > Peak Acceleration,Machines > Drill Press > MIB > Y-Radial > Peak Velocity,Machines > Drill Press > MIB > X-Horizontal > Band 1,Machines > Drill Press > MIB > X-Horizontal > Damage Accumulation,Machines > Drill Press > MIB > Y-Radial > RMS Velocity,Machines > Drill Press > MIB > Y-Radial > Temperature,Machines > Drill Press > MIB > X-Horizontal > RMS Velocity,Machines > Drill Press > MIB > X-Horizontal > Temperature,Machines > Drill Press > MIB > Battery Voltage,Machines > Lathe 1 > MIB > Y-Vertical > RMS Velocity,Machines > Lathe 1 > MIB > Y-Vertical > Temperature,Machines > Lathe 1 > MIB > Y-Vertical > Band 1,Machines > Lathe 1 > MIB > Y-Vertical > Damage Accumulation,Machines > Lathe 1 > MIB > X-Axial > Peak Acceleration,Machines > Lathe 1 > MIB > X-Axial > Peak Velocity,Machines > Lathe 1 > MIB > X-Axial > Band 1,Machines > Lathe 1 > MIB > X-Axial > Damage Accumulation,Machines > Lathe 1 > MIB > X-Axial > RMS Velocity,Machines > Lathe 1 > MIB > X-Axial > Temperature,Machines > Lathe 1 > MIB > Y-Vertical > Peak Acceleration,Machines > Lathe 1 > MIB > Y-Vertical > Peak Velocity,Machines > Lathe 1 > MIB > Battery Voltage
16,0.0027004,0.9724608,0.045425,0.0087399,0.0028219,64.64092331,0.0494052,0.0078562,0.003187,64.64092331,0.0015191,0.9771905,3.240048885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0016888,1.0050256,0.0395707,0.0059298,0.0036055,64.64092331,0.0472308,0.0120773,0.0021835,64.64092331,0.0017436,0.9268777,3.239462614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0023743,0.967346,0.0457433,0.0079797,0.0039431,64.60195961,0.0475821,0.0132685,0.0028061,64.60195961,0.003177,0.9723782,3.239267349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0027357,0.9935474,0.0433285,0.0087194,0.004367,64.44604301,0.0516158,0.0165404,0.002691,64.44604301,0.0056298,0.948971,3.238583565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0016129,0.9350286,0.0531232,0.0093225,0.0025143,64.87482224,0.0473528,0.0074298,0.0028132,64.87482224,0.0016594,0.9557773,3.239072084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0019161,0.9837319,0.0475764,0.0099502,0.0032333,64.56299248,0.0425866,0.0105774,0.0029591,64.56299248,0.0021882,0.9769071,3.238974333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0023644,0.9882541,0.0507012,0.0097963,0.00324,64.21219559,0.0476825,0.0078188,0.003146,64.21219559,0.0029425,0.9864699,3.239462614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0023641,0.9826157,0.0448068,0.0094364,0.0031797,64.29017792,0.049911,0.0099734,0.0027871,64.29017792,0.002273,0.9851406,3.238485813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0014704,0.9664944,0.0437932,0.0118271,0.0033983,64.52402534,0.0460324,0.0104634,0.0030858,64.52402534,0.0029812,0.945519,3.238193035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0023435,0.9651136,0.0403125,0.0090275,0.0033542,64.44604301,0.0486284,0.0093532,0.0028426,64.44604301,0.0029013,0.9855425,3.237997532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.0019152,0.9999337,0.0404365,0.0080082,0.0032151,64.52402534,0.0553116,0.0115151,0.0026955,64.52402534,0.0028394,0.9498212,3.238095284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.0035428,0.9883519,0.0440653,0.0107725,0.0031773,64.44604301,0.0534364,0.0108669,0.003141,64.44604301,0.0022658,0.9626093,3.238583565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.0031733,0.9840714,0.0443298,0.0085097,0.003731,64.13426132,0.0522242,0.0114174,0.0029352,64.13426132,0.0043687,0.9639592,3.237704515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.0020109,0.9958027,0.0439819,0.0096434,0.0033031,63.8613987,0.0479336,0.0116931,0.0026239,63.8613987,0.0015113,0.9779736,3.237606764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.0036988,0.9450627,0.0516287,0.012682,0.0044066,64.09529419,0.0487769,0.0119064,0.0035495,64.09529419,0.0049738,0.9626969,3.237802267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.0009662,0.9911079,0.043639,0.0070396,0.002422,64.25116272,0.0432414,0.0083452,0.0021136,64.25116272,0.0018385,0.9195665,3.237704515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.0025401,1.01972,0.0466881,0.0102902,0.0032506,64.36811218,0.043863,0.0119912,0.003261,64.36811218,0.0021823,0.9965118,3.237509012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.0022712,1.0027702,0.043598,0.0125029,0.0031542,63.97834473,0.043445,0.0101745,0.0031913,63.97834473,0.0022365,0.9486773,3.237411499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.002915,0.9956129,0.0442539,0.0133631,0.0027411,64.67993851,0.0442067,0.0099079,0.0035989,64.67993851,0.001884,0.9512175,3.237216234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.002079,0.9339527,0.0407756,0.0077256,0.002891,63.97834473,0.0476967,0.0108603,0.0027789,63.97834473,0.002312,0.9729449,3.237118483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.0033284,0.9929893,0.0464495,0.0083645,0.0025868,63.7444973,0.0511087,0.0073214,0.0026916,63.7444973,0.0017985,1.0077027,3.237411499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.0024189,0.9787724,0.0523213,0.0100736,0.0033582,64.21219559,0.0566416,0.0098668,0.0029252,64.21219559,0.0031529,0.9762734,3.236923218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.0027353,0.9748255,0.0443536,0.0081778,0.0033434,63.90041046,0.0477393,0.0105781,0.003142,63.90041046,0.0017065,0.9469822,3.236434698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.0027716,0.9635141,0.0413595,0.0073659,0.0031069,64.09529419,0.0402665,0.0101296,0.002431,64.09529419,0.0023168,0.9375534,3.236727715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0025168,0.9473411,0.0460114,0.00905,0.0029724,64.13426132,0.0423905,0.0099788,0.0030938,64.13426132,0.0028865,0.9996754,3.236532211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.0024363,0.9725068,0.0416758,0.010342,0.0032876,64.40707932,0.050601,0.0088737,0.0028659,64.40707932,0.0029522,0.9310151,3.235946417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.0017885,1.013207,0.0481971,0.00778,0.0027273,64.32914505,0.051716,0.0104716,0.0026452,64.32914505,0.0016249,1.0050853,3.236141682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.0012686,0.9848711,0.0415189,0.0091969,0.0032079,64.25116272,0.0547796,0.0104765,0.0032937,64.25116272,0.002375,0.8987923,3.236239433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0029467,0.948555,0.0429645,0.0072532,0.0029317,63.97834473,0.0464017,0.0089115,0.0027676,63.97834473,0.0026202,0.9624084,3.235653162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.0016406,1.0097607,0.0411877,0.0093223,0.0035761,64.25116272,0.0511659,0.0118542,0.0026184,64.25116272,0.004247,0.9569726,3.235457897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.0025426,0.9614716,0.0426335,0.0109401,0.0032702,64.17322845,0.0529183,0.0113079,0.0030793,64.17322845,0.0030204,0.9592912,3.235848665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0.0020244,0.9894681,0.0450535,0.0081095,0.0033142,63.97834473,0.0477243,0.0115128,0.0028735,63.97834473,0.0027461,0.9669682,3.235457897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0.0032249,0.9494238,0.0444659,0.0079206,0.0031879,64.05627899,0.0484483,0.0087352,0.0029738,64.05627899,0.002674,0.9457096,3.23555541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0.0020982,0.9656026,0.0441948,0.0074433,0.0034561,64.01731186,0.0469723,0.010436,0.0029112,64.01731186,0.0018786,0.9632225,3.235262632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.0015347,0.9735022,0.038554,0.0086652,0.003281,63.97834473,0.0473145,0.0126266,0.0031164,63.97834473,0.0023814,0.9377647,3.235360146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.0026804,1.0092659,0.0424424,0.0110252,0.0034281,64.25116272,0.0493419,0.0102404,0.0029898,64.25116272,0.0040711,0.9290108,3.234871864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0.0018019,0.9412999,0.049341,0.0085088,0.0032325,64.05627899,0.0497916,0.011597,0.0027317,64.05627899,0.0017465,0.9481982,3.235360146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0.0027897,0.9512937,0.0423412,0.0108437,0.0029222,63.97834473,0.045983,0.0082119,0.0032742,63.97834473,0.0015059,0.9742279,3.234676361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.0016697,0.982725,0.0469222,0.0092218,0.003573,63.97834473,0.0482083,0.0111191,0.0030238,63.97834473,0.0022422,0.9501715,3.234481096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0025461,0.9404829,0.048727,0.0104384,0.0031956,64.32914505,0.0451469,0.0100701,0.0030758,64.32914505,0.0019474,0.9097461,3.234578609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.0026917,0.9961364,0.0445273,0.0093988,0.0033329,64.17322845,0.0455561,0.0108625,0.0028994,64.17322845,0.0031965,0.9598374,3.233992815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0.0016577,0.9665577,0.0446882,0.011083,0.0027321,64.25116272,0.0403281,0.0098077,0.0031806,64.25116272,0.002017,0.9313191,3.23369956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0019823,1.057739,0.037974,0.0087118,0.0037716,63.8613987,0.0535495,0.01124,0.0027701,63.8613987,0.0024516,0.9598683,3.233992815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0027013,0.9856823,0.0429124,0.0079736,0.0025302,64.01731186,0.0436115,0.0069178,0.0026385,64.01731186,0.0019655,0.9755211,3.233895063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0023547,0.9609596,0.0452186,0.0088552,0.003094,63.78346443,0.0530125,0.0084824,0.0030502,63.78346443,0.002888,0.9753872,3.23418808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0.0025849,0.9825985,0.0520799,0.0093603,0.0030668,63.93937759,0.0510282,0.0089565,0.0030998,63.93937759,0.0022962,0.9508568,3.23369956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.0025161,0.9771614,0.0558735,0.0113508,0.0030304,63.97834473,0.0425767,0.00912,0.0032495,63.97834473,0.0032742,0.9307111,3.233504295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0.0029696,0.927365,0.045239,0.0105121,0.0030007,64.13426132,0.0501688,0.0090514,0.0033749,64.13426132,0.0025058,0.9845841,3.233406544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.0018001,0.9964701,0.0396827,0.0091468,0.0025904,64.40707932,0.0501448,0.0084533,0.0031088,64.40707932,0.0013979,0.9464103,3.232722759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.0016467,0.9459775,0.0451853,0.0099642,0.0030469,64.21219559,0.0383261,0.0091714,0.0031222,64.21219559,0.0019633,0.8966025,3.232722759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0018675,0.9609193,0.0499634,0.0074614,0.0029614,63.93937759,0.0456427,0.0092881,0.0025935,63.93937759,0.0026043,0.9677462,3.233601809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0.0027085,0.986787,0.0492729,0.0093005,0.0029935,64.01731186,0.0481667,0.0087422,0.0030096,64.01731186,0.0031207,0.9927712,3.232136726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.001399,0.95913,0.0390113,0.0107599,0.0032398,63.97834473,0.0493903,0.0103358,0.0026325,63.97834473,0.0014618,0.9448904,3.232234478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.0016929,0.9429281,0.0459953,0.0087078,0.0032975,64.17322845,0.048281,0.0097363,0.0030195,64.17322845,0.0023015,0.9714611,3.232136726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0019526,0.9763962,0.0408308,0.0085126,0.0030179,64.21219559,0.0398862,0.0098847,0.0027639,64.21219559,0.0026889,0.9311336,3.23184371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0.0017162,0.9945427,0.0409148,0.0093402,0.0037241,64.17322845,0.0447977,0.0099864,0.0025616,64.17322845,0.0039307,0.9550817,3.231745958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0.0032674,0.9599527,0.0433873,0.0103337,0.0029958,64.13426132,0.0476946,0.0083352,0.0035019,64.13426132,0.0033169,0.9756448,3.232136726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0.0016921,1.0352256,0.0486764,0.0080791,0.0039238,63.90041046,0.0447656,0.010652,0.0029058,63.90041046,0.0034707,0.9544428,3.232039213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
