,Machines > Lathe 1 > MIB > Y-Vertical > RMS Velocity,Machines > Lathe 1 > MIB > Y-Vertical > Temperature,Machines > Lathe 1 > MIB > Y-Vertical > Band 1,Machines > Lathe 1 > MIB > Y-Vertical > Damage Accumulation,Machines > Lathe 1 > MIB > X-Axial > Peak Acceleration,Machines > Lathe 1 > MIB > X-Axial > Peak Velocity,Machines > Lathe 1 > MIB > X-Axial > Band 1,Machines > Lathe 1 > MIB > X-Axial > Damage Accumulation,Machines > Lathe 1 > MIB > X-Axial > RMS Velocity,Machines > Lathe 1 > MIB > X-Axial > Temperature,Machines > Lathe 1 > MIB > Y-Vertical > Peak Acceleration,Machines > Lathe 1 > MIB > Y-Vertical > Peak Velocity,Machines > Lathe 1 > MIB > Battery Voltage
19,0.005327,67.36262474,0.0062281,0.9678353,0.0508083,0.0177303,0.0055483,1.0023968,0.0049772,67.36262474,0.0448566,0.0141329,3.222856998
20,0.0050167,67.29217834,0.0055195,1.0336279,0.0439171,0.0148383,0.003549,1.0077274,0.0045902,67.29217834,0.0569741,0.0162289,3.223638535
21,-1,66.72848701,-1,-1,0.0436649,0.0148021,0.0038002,0.9771434,0.0049315,66.72848701,-1,-1,3.223248005
22,0.0047143,66.6932209,0.00451,1.0129768,0.0513351,0.0125858,0.0034589,0.9718059,0.0042921,66.6932209,0.0404489,0.0149314,3.222466469
23,0.005184,67.22169075,0.0049561,1.0104198,0.0439368,0.0133913,0.0057793,0.9709091,0.0046517,67.22169075,0.0435338,0.015729,3.222271204
24,0.0053824,66.27046356,0.0027869,1.0105762,0.0474083,0.0162136,0.0042342,0.9942938,0.0057254,66.27046356,0.0477415,0.0163614,3.222759485
25,0.0050279,66.86937637,0.004258,1.0095192,0.0528046,0.0152531,0.0045401,0.9714758,0.0050385,66.86937637,0.0505221,0.0150183,3.22158742
26,0.0041602,66.41139755,0.0035402,1.0181134,0.0451354,0.0158733,0.0037393,0.9720835,0.0048578,66.41139755,0.0431017,0.0134325,3.222075701
27,0.0044596,67.39784622,0.0034106,0.9905372,0.0446749,0.0173072,0.0052732,0.9680389,0.005573,67.39784622,0.0404385,0.0136164,3.221489668
28,0.0040345,66.27046356,0.003094,1.0071601,0.0514615,0.0141328,0.0035543,1.0267694,0.0043166,66.27046356,0.0534792,0.0131819,3.221880198
29,0.0047237,66.51706543,0.0036064,1.0022316,0.0450811,0.0170362,0.0043,1.0090658,0.0047284,66.51706543,0.0483675,0.0183134,3.2210989
30,0.0048837,66.41139755,0.0040888,1.0095828,0.0658941,0.0136579,0.0028388,0.9929191,0.004943,66.41139755,0.0532422,0.0158547,3.2210989
31,0.0043374,66.37617264,0.003932,1.018938,0.0520168,0.0159271,0.0036528,1.0167454,0.0052722,66.37617264,0.0422515,0.0122989,3.221391916
32,0.0047234,66.30568504,0.0038888,1.0194053,0.0464771,0.0151951,0.0034591,1.0073359,0.0047249,66.30568504,0.0462644,0.0139981,3.220903397
33,0.0045346,66.41139755,0.0037879,0.9881977,0.044355,0.0138328,0.0037954,1.0062184,0.0048439,66.41139755,0.042232,0.0125234,3.220317602
34,0.0043342,66.62277451,0.0030623,0.9893846,0.0532148,0.0160867,0.004805,1.021771,0.0049784,66.62277451,0.048979,0.0142186,3.220512867
35,0.0037982,66.16475105,0.0033931,1.0042873,0.0479249,0.0146663,0.0024469,1.0283649,0.0046477,66.16475105,0.0477079,0.0113584,3.219926596
36,0.0045439,66.41139755,0.002804,1.0197258,0.0498827,0.0167259,0.0066021,0.9793808,0.0051032,66.41139755,0.0436542,0.0160276,3.219829082
37,0.0043349,66.27046356,0.0034078,1.0072041,0.0460698,0.0156026,0.0030787,0.9880527,0.0047172,66.27046356,0.0488878,0.0139986,3.219731331
38,0.0053109,66.34090652,0.0041897,1.0356932,0.0488267,0.0243576,0.0028234,1.0191922,0.0055168,66.34090652,0.0436935,0.0153907,3.219536066
39,0.0048818,65.91814919,0.0036472,0.9765423,0.0439421,0.0155313,0.0020967,1.0040356,0.0047249,65.91814919,0.0503879,0.0192194,3.219340801
40,0.004569,66.09430466,0.0035202,1.0181377,0.0464202,0.0135465,0.0031411,1.0364565,0.0049447,66.09430466,0.0441693,0.013824,3.219340801
41,0.0038597,66.27046356,0.0035595,1.0042042,0.0544827,0.0152119,0.0042923,0.9843427,0.005571,66.27046356,0.0450195,0.0109937,3.218852282
42,0.0046748,66.30568504,0.0047177,1.0199413,0.0419017,0.0143883,0.002834,0.9954569,0.0043503,66.30568504,0.0495392,0.0144848,3.218364
43,0.0051446,66.09430466,0.0031451,1.0297224,0.0492227,0.01228,0.0026221,1.0370961,0.0046193,66.09430466,0.0457668,0.0145082,3.218461514
44,0.0048335,65.84770279,0.00314,1.0241014,0.0495945,0.0132687,0.0032377,0.9985069,0.0048403,65.84770279,0.0466304,0.0182641,3.218364
45,0.0045743,65.49539185,0.0052866,1.017416,0.0543848,0.0154536,0.0045123,0.9802434,0.0051274,65.49539185,0.0509401,0.0160646,3.218168497
46,0.0047996,65.74199371,0.0022573,1.0029536,0.0459114,0.0205156,0.0030249,1.0248506,0.0054029,65.74199371,0.0410701,0.0144109,3.217680216
47,0.0045896,65.31923294,0.0036411,0.9920323,0.0557218,0.0184319,0.0035724,1.0436558,0.0049315,65.31923294,0.0540363,0.0161706,3.217680216
48,0.004338,65.46012573,0.0027838,1.0225768,0.0446354,0.0162596,0.0029398,1.0037875,0.004877,65.46012573,0.0462639,0.0132456,3.217875481
49,0.0043726,65.07258987,0.0029573,0.9841184,0.0477392,0.0146559,0.0041174,1.0073041,0.0049293,65.07258987,0.0460914,0.0161582,3.217191696
50,0.0049738,65.00214348,0.0034963,1.0006019,0.0450505,0.0178885,0.0044048,0.9969956,0.0059715,65.00214348,0.0467798,0.0154234,3.216410398
51,0.004939,65.14307747,0.0050562,1.0128643,0.0424755,0.0155182,0.0046359,0.9893888,0.0048998,65.14307747,0.0452911,0.0141953,3.217191696
52,0.0037386,64.82598801,0.0022578,0.9985612,0.0503012,0.015054,0.0031216,1.0017504,0.0043892,64.82598801,0.0428949,0.0128699,3.216605663
53,0.005204,64.93165588,0.0031317,1.001992,0.0471288,0.0164279,0.0048487,1.028852,0.0058593,64.93165588,0.0527539,0.0170386,3.216507912
54,0.0041597,64.79076309,0.0030221,1.007804,0.0512311,0.0165404,0.0025893,1.0077297,0.0053636,64.79076309,0.044197,0.0128227,3.216214895
55,0.0049692,64.93165588,0.0026181,1.008281,0.0500132,0.0156591,0.0029834,1.006578,0.0048092,64.93165588,0.0466611,0.0144457,3.215921879
56,0.0046451,65.14307747,0.0044194,1.0052247,0.0428059,0.0145075,0.0053359,0.9654942,0.0047335,65.14307747,0.045981,0.0166152,3.215824127
57,0.004548,65.46012573,0.0024407,0.9950716,0.0543854,0.0175466,0.0032424,1.0389488,0.0055793,65.46012573,0.0447708,0.0138715,3.215628862
58,0.0046938,64.75549698,0.0038464,0.9791043,0.0509428,0.0198268,0.0031115,1.0369231,0.0052394,64.75549698,0.0422749,0.0170584,3.215824127
59,0.0045924,64.93165588,0.0032583,0.9931824,0.046571,0.0182398,0.0064873,0.9946489,0.0056103,64.93165588,0.0402339,0.0149448,3.214652061
60,0.0047957,65.10781136,0.0034584,0.9863329,0.0463573,0.014168,0.0037927,1.0030637,0.0043836,65.10781136,0.0433985,0.013621,3.215042591
61,0.0050697,64.6498291,0.0047495,0.9992413,0.0479963,0.0155291,0.0033331,0.991105,0.0051569,64.6498291,0.0425977,0.0166869,3.214652061
62,0.0044858,65.24874535,0.0022705,1.0131849,0.0500607,0.0144014,0.0047755,1.0135884,0.0050478,65.24874535,0.0431719,0.0147394,3.214456797
63,0.0046863,65.14307747,0.0049524,1.011839,0.050492,0.0131715,0.0030495,1.0029089,0.0046548,65.14307747,0.0431542,0.0141742,3.21406579
64,0.0048851,65.00214348,0.00322,1.0041773,0.0464488,0.0156152,0.0034034,0.9871673,0.0049742,65.00214348,0.0417221,0.0144008,3.21406579
65,0.0042718,65.00214348,0.0029946,1.0077794,0.0491242,0.0168454,0.002322,0.9687718,0.0051975,65.00214348,0.0429167,0.0133087,3.213968277
66,0.0038863,65.03736496,0.0020096,0.9798876,0.0478745,0.0140177,0.0022279,0.9982292,0.0039993,65.03736496,0.0432235,0.0161221,3.213479996
67,0.0036963,64.93165588,0.0023154,1.0178833,0.0515464,0.0159711,0.0032402,0.9946512,0.0044817,64.93165588,0.0421268,0.0114442,3.213284492
68,0.0040526,65.07258987,0.0040893,1.0267394,0.0483255,0.013013,0.002767,0.9770682,0.0044693,65.07258987,0.0415654,0.0125595,3.213382244
69,0.0040099,64.89643097,0.0035858,1.0095093,0.0506853,0.0156295,0.0033926,1.015423,0.0042988,64.89643097,0.0426444,0.0118233,3.212991476
70,0.004842,65.38967934,0.0038063,1.0067026,0.0476689,0.0201586,0.0067065,0.9834573,0.0062874,65.38967934,0.0454199,0.0151762,3.21269846
71,0.0044619,65.10781136,0.0030401,0.9743325,0.0477126,0.0150936,0.0040971,0.9877045,0.0052872,65.10781136,0.0419141,0.0134886,3.213186741
72,0.0046151,65.21352386,0.0042422,1.0221853,0.0554707,0.0180345,0.0036301,0.9974303,0.0055067,65.21352386,0.0460531,0.0126403,3.212405443
73,0.0055292,65.35445786,0.0064689,0.9875688,0.051211,0.0147903,0.0034738,1.0156574,0.0047138,65.35445786,0.0513291,0.0157262,3.212405443
74,0.004007,65.28396683,0.003348,1.0098815,0.0507581,0.0160508,0.0026318,1.0165474,0.005549,65.28396683,0.0522776,0.0132458,3.21220994
75,0.0046742,64.966922,0.003199,1.0004723,0.0449493,0.0161362,0.0029764,1.0103791,0.0049594,64.966922,0.0451716,0.0148014,3.211916924
76,0.004735,65.35445786,0.0033531,0.9999144,0.0496313,0.015045,0.0042832,0.9856128,0.0054275,65.35445786,0.0464058,0.0162346,3.211916924
77,0.0045095,65.03736496,0.0031214,1.0066219,0.0478334,0.0148052,0.0053069,1.0058633,0.004949,65.03736496,0.0483276,0.0141865,3.211916924
78,0.0042347,64.86120949,0.0037528,0.9799559,0.04749,0.01885,0.0053419,1.0014112,0.005336,64.86120949,0.0471463,0.0119787,3.211233139
79,0.0037003,65.35445786,0.0018513,0.9704759,0.0579726,0.0157322,0.0058827,1.0179881,0.0051858,65.35445786,0.0427368,0.0123027,3.210744858
80,0.0040246,65.7067688,0.0026472,1.01596,0.0545076,0.0185014,0.005617,0.9946284,0.0053323,65.7067688,0.0495977,0.0130597,3.210744858
81,0.0049588,65.17829895,0.0036293,1.0254643,0.0446605,0.0170179,0.0038538,1.0167317,0.0051373,65.17829895,0.0478125,0.0141975,3.210940123
82,0.0041491,65.35445786,0.0038395,1.0016224,0.046433,0.0180045,0.0041097,0.9960487,0.0052189,65.35445786,0.0468849,0.0126093,3.210549593
83,0.0052006,65.7067688,0.0036295,1.0299891,0.0535827,0.0136516,0.0036009,1.0291479,0.0045568,65.7067688,0.0440894,0.0143688,3.210158587
84,0.0029938,65.38967934,0.0022534,0.3759013,0.0640584,0.0160402,0.0033207,1.0158577,0.0049634,65.38967934,0.0199724,0.0081556,3.209865808
85,0.0044148,65.56583481,0.0032147,1.0270991,0.0467858,0.0133763,0.0032568,1.0037556,0.0042811,65.56583481,0.0418009,0.0160153,3.209279537
86,0.0049156,65.35445786,0.0027036,0.9946873,0.0526796,0.0148552,0.0031176,0.9988529,0.005162,65.35445786,0.0479587,0.0139009,3.209572792
87,0.0048076,65.42490082,0.0036268,1.0093578,0.0475982,0.0162494,0.0034265,0.9931012,0.0046907,65.42490082,0.0437604,0.0137818,3.209377289
88,0.0045793,65.14307747,0.0037287,0.9940854,0.048124,0.0131254,0.0025473,1.000799,0.0046202,65.14307747,0.0418078,0.0137526,3.209279537
89,0.0040653,65.14307747,0.0028316,1.0174724,0.0472297,0.0159763,0.0043539,0.9924502,0.0051578,65.14307747,0.0424067,0.0108951,3.209377289
90,0.0041607,65.14307747,0.0020978,1.005988,0.053021,0.0198517,0.0032858,1.0023991,0.0062343,65.14307747,0.0440333,0.0134452,3.209377289
91,0.005014,65.03736496,0.0021273,1.0081145,0.0498606,0.0250109,0.0018937,1.0148426,0.0060578,65.03736496,0.0457738,0.0190739,3.208986521
92,0.0048534,65.49539185,0.0035861,1.017306,0.0466295,0.0142229,0.0032849,0.9915056,0.005075,65.49539185,0.0455016,0.0130997,3.208889008
93,0.0038801,65.46012573,0.0034144,1.0009275,0.0438614,0.015252,0.0048741,1.0158782,0.0042924,65.46012573,0.0428136,0.012486,3.208400488
94,0.0049552,65.24874535,0.0036182,1.0119468,0.0534973,0.0167941,0.0036499,1.0291616,0.0058575,65.24874535,0.0494535,0.0151452,3.208302736
95,0.0044357,65.14307747,0.0038284,0.9777193,0.052946,0.017198,0.0046212,1.0149017,0.0056546,65.14307747,0.0456287,0.0138363,3.20849824
96,0.0039107,65.42490082,0.0026856,1.0252589,0.0542598,0.0170525,0.0040319,1.0053125,0.005521,65.42490082,0.0397263,0.0132837,3.208400488
97,0.0046609,65.53061333,0.0032072,1.0011038,0.0440463,0.0134627,0.003708,1.0288589,0.0048735,65.53061333,0.0454175,0.0136174,3.207716703
98,0.0053475,65.53061333,0.0044794,0.9997919,0.0463665,0.0146223,0.0039808,0.9764059,0.0053839,65.53061333,0.0436914,0.0176374,3.207716703
99,0.0048816,65.60105972,0.0031151,0.9904295,0.047422,0.016844,0.0030194,1.003198,0.0053597,65.60105972,0.0469716,0.0142625,3.207228184
100,0.0042623,65.38967934,0.0025875,0.9841772,0.0392046,0.0141614,0.0043944,0.9835711,0.0053787,65.38967934,0.0459974,0.013416,3.207032919
101,0.0053147,65.03736496,0.0048394,1.0356861,0.0510963,0.0182947,0.004637,1.020485,0.0052407,65.03736496,0.0419612,0.0190811,3.206642389
102,0.0046559,65.42490082,0.0042264,1.0575801,0.0440149,0.0140585,0.0034274,1.0028588,0.0057916,65.42490082,0.0408888,0.0163477,3.206544638
103,0.0041606,65.38967934,0.0033697,1.0183239,0.0559871,0.0153273,0.0031795,1.0126552,0.0051647,65.38967934,0.0413351,0.0135339,3.206739902
104,0.0051336,65.74199371,0.0051896,0.9857165,0.0490694,0.0116792,0.0027983,0.9998157,0.0042092,65.74199371,0.0450855,0.0148691,3.206739902
105,0.0045697,65.35445786,0.0037458,1.0051023,0.0457882,0.0209975,0.0063677,0.9866324,0.0064304,65.35445786,0.0494417,0.0136862,3.206251383
106,0.0054004,65.35445786,0.0037186,0.9733171,0.0504301,0.0172508,0.0051512,1.0038831,0.0051477,65.35445786,0.0447288,0.0183564,3.206056118
107,0.0040109,65.53061333,0.0014276,1.0178272,0.0568647,0.0186839,0.0035331,0.9887538,0.0045326,65.53061333,0.0459697,0.0127821,3.205567837
108,0.004873,65.74199371,0.0057935,1.0127885,0.0452145,0.0149656,0.0048399,1.0129215,0.0056335,65.74199371,0.0406994,0.0150616,3.205763102
109,0.0053969,65.60105972,0.003427,0.9925241,0.0428244,0.016506,0.0026154,0.9917787,0.0043577,65.60105972,0.0476257,0.0170956,3.205372334
110,0.0040881,65.6362812,0.0027181,0.9889932,0.0478156,0.0139932,0.0043628,1.0176877,0.0046885,65.6362812,0.0446466,0.0124487,3.205079317
111,0.0044624,65.77721519,0.0040753,0.980969,0.0513919,0.0172047,0.0036653,0.9954797,0.0054492,65.77721519,0.0417636,0.0118158,3.204981804
112,0.0051255,65.81243668,0.0040304,1.0170881,0.0484581,0.0159554,0.0043089,0.9945897,0.004934,65.81243668,0.0478638,0.0151835,3.204786301
113,0.0046564,65.84770279,0.0032568,1.0196453,0.0496126,0.0159419,0.0036472,0.9851757,0.0051613,65.84770279,0.041781,0.015139,3.205177069
114,0.0038825,65.6362812,0.0029064,0.9820336,0.0521488,0.0192965,0.0032104,1.028984,0.0050199,65.6362812,0.0523657,0.0127997,3.205079317
115,0.0048881,65.35445786,0.0043224,1.0200123,0.0498972,0.0156434,0.0039611,0.978657,0.0055788,65.35445786,0.0433223,0.016068,3.204395533
116,0.0045424,65.42490082,0.0045244,1.0171395,0.0460691,0.0133384,0.0042315,1.0138615,0.0048178,65.42490082,0.0460713,0.0173526,3.204297781
117,0.0044836,65.77721519,0.003909,1.0200392,0.0516381,0.0158309,0.0057155,0.9963856,0.0054551,65.77721519,0.0479605,0.0153665,3.204297781
118,0.0049924,65.35445786,0.0037346,0.9782455,0.0454626,0.0146208,0.0037686,0.994353,0.0046271,65.35445786,0.0435387,0.0163589,3.2038095
119,0.0042898,65.6362812,0.0033729,1.027591,0.0550134,0.0163295,0.0028242,0.991954,0.0044983,65.6362812,0.0438288,0.0171551,3.203516483
120,0.0051123,65.6362812,0.0054,0.9824888,0.0228132,0.0092926,0.0016954,0.4112249,0.0035441,65.6362812,0.0411789,0.0170787,3.2038095
121,0.0045961,65.60105972,0.0018319,1.0198632,0.0516174,0.0139562,0.0036358,1.0140641,0.0046159,65.60105972,0.0490375,0.0154678,3.2038095
122,0.0040732,65.81243668,0.0036811,1.0164176,0.0442224,0.0142542,0.0042408,1.0078276,0.0042682,65.81243668,0.0494971,0.0109244,3.202832699
123,0.004146,65.7067688,0.0016348,0.994844,0.0495713,0.0168365,0.0028802,1.0113146,0.005867,65.7067688,0.0507237,0.0124217,3.202051401
124,0.0046053,65.7067688,0.002806,1.0024546,0.0449621,0.0183799,0.0051172,1.0055469,0.0049112,65.7067688,0.0501322,0.0128937,3.202344179
125,0.0045397,65.60105972,0.0034764,1.0087558,0.0492342,0.0157284,0.0037962,0.9997929,0.0051289,65.60105972,0.0474299,0.0129598,3.202735186
126,0.0049366,65.77721519,0.0049128,1.015867,0.0456585,0.0140422,0.003524,0.9919768,0.0050751,65.77721519,0.0421741,0.0188292,3.202637434
127,0.004328,65.98859558,0.0053878,1.0080755,0.0477046,0.0169344,0.0040214,1.0005645,0.0051875,65.98859558,0.0437468,0.0154485,3.20195365
128,0.0046972,65.95337067,0.0020766,1.0250167,0.0486727,0.0190462,0.0050383,1.005531,0.0056135,65.95337067,0.0581851,0.0166592,3.201660633
129,0.0043367,65.95337067,0.0042575,1.0253863,0.0478725,0.0143622,0.0040865,1.0194927,0.0045817,65.95337067,0.0493746,0.0175709,3.201562881
130,0.0045555,65.77721519,0.0042283,1.0088756,0.0444603,0.0157625,0.0055373,1.0016388,0.0052381,65.77721519,0.0415446,0.0202834,3.201269865
131,0.0039467,65.46012573,0.0034233,0.9993394,0.0499961,0.0252587,0.0045104,0.993174,0.0067232,65.46012573,0.0404527,0.0119962,3.20146513
132,0.0042598,65.7067688,0.0031481,0.9688707,0.0477002,0.0163318,0.0046425,0.9849208,0.0055628,65.7067688,0.0446166,0.0134048,3.201269865
133,0.0050391,65.95337067,0.0027454,1.0042238,0.045592,0.0143193,0.0043922,1.0279484,0.0047414,65.95337067,0.0533859,0.0151869,3.201367378
134,0.0042188,65.7067688,0.0038853,1.0065313,0.0463912,0.0149034,0.0036155,1.000107,0.0059075,65.7067688,0.0416454,0.0131366,3.2010746
135,0.0044162,66.09430466,0.0038562,1.001483,0.0520505,0.013742,0.0029928,1.020485,0.0047774,66.09430466,0.0442162,0.0141353,3.201172113
136,0.0047355,65.56583481,0.0038297,1.0043314,0.0487824,0.0162946,0.0030707,0.9815203,0.0045705,65.56583481,0.0420021,0.0127188,3.200586081
137,0.0050386,65.77721519,0.0040613,1.0135694,0.0504694,0.0166485,0.0037318,1.008647,0.0059715,65.77721519,0.0494866,0.0154624,3.200293064
138,0.0047772,65.74199371,0.0035311,1.0544821,0.0487731,0.0194671,0.0034484,1.0152318,0.005082,65.74199371,0.0437689,0.0207071,3.200293064
139,0.0044979,65.95337067,0.0041101,0.9828558,0.0465423,0.0191806,0.0029405,0.9763513,0.0056558,65.95337067,0.0416148,0.0143081,3.200781584
140,0.0047183,65.98859558,0.0043456,1.0269131,0.0452189,0.0139762,0.004901,0.9876203,0.0043997,65.98859558,0.0529242,0.0126657,3.199511528
141,0.005467,65.91814919,0.0049973,1.0153507,0.0463363,0.016544,0.0039969,1.0239151,0.0050209,65.91814919,0.0502107,0.0196962,3.199804783
142,0.004374,65.38967934,0.0035219,1.0026014,0.0496952,0.0186723,0.0032698,1.0268581,0.0053265,65.38967934,0.0479127,0.0143181,3.199706793
143,0.0041587,65.6362812,0.0025892,1.0431228,0.0472124,0.0156993,0.0053372,1.0187051,0.0047072,65.6362812,0.0447023,0.0157167,3.199218512
144,0.0046123,65.81243668,0.0041831,1.0091937,0.0563006,0.0186044,0.0041294,1.0083716,0.0053394,65.81243668,0.0437942,0.0175954,3.198827982
145,0.0048597,65.74199371,0.005843,1.019058,0.0474049,0.0137381,0.0031472,1.000189,0.0047059,65.74199371,0.0418577,0.0145841,3.198925495
146,0.0045601,65.42490082,0.0038384,1.0411039,0.0499672,0.0169498,0.0033329,0.9984409,0.0048017,65.42490082,0.0448738,0.015532,3.199023247
147,0.0049474,66.05908318,0.0048885,0.9907257,0.0463218,0.0151862,0.0038762,0.9956959,0.0047897,66.05908318,0.0416494,0.0155181,3.198729992
148,0.0048699,65.56583481,0.0044003,1.0060641,0.0477062,0.0181685,0.0038609,0.998079,0.0053439,65.56583481,0.0509259,0.0180955,3.198729992
149,0.0042699,65.56583481,0.0029972,1.0282835,0.0458116,0.0177737,0.0055274,0.9994993,0.0059331,65.56583481,0.0465441,0.0110554,3.198632479
150,0.0046631,65.56583481,0.0043162,1.0183948,0.0566798,0.0159606,0.0040262,0.991171,0.0045694,65.56583481,0.0448711,0.0154999,3.198046446
151,0.0043817,65.49539185,0.0037107,0.9857287,0.0434919,0.0156154,0.003092,1.0151453,0.0045587,65.49539185,0.0419143,0.0119925,3.198046446
152,0.0049923,65.77721519,0.0055922,1.0113595,0.0493883,0.0156888,0.0053224,0.9751108,0.0059432,65.77721519,0.0484705,0.0169064,3.197948694
153,0.004686,65.77721519,0.0019399,1.0476792,0.0474054,0.0164282,0.0017884,1.0082373,0.0042397,65.77721519,0.0410068,0.0156571,3.197948694
154,0.0050064,65.67154732,0.0027677,0.9939827,0.0462827,0.0188704,0.0036212,0.9898053,0.0050731,65.67154732,0.0545309,0.0140461,3.197460175
155,0.0040685,65.67154732,0.0043843,1.0121083,0.0509699,0.0154472,0.0030241,1.0123297,0.0054572,65.67154732,0.0401883,0.0120716,3.197069645
156,0.0042555,65.84770279,0.0029799,0.9888732,0.0531204,0.0161838,0.005314,0.9885148,0.0052962,65.84770279,0.0389423,0.0142825,3.196971893
157,0.003975,65.7067688,0.0028611,1.0105715,0.0440762,0.0167279,0.0055162,1.0004257,0.0051744,65.7067688,0.0483661,0.0111274,3.197460175
158,0.0053275,65.56583481,0.0044328,0.9854228,0.0556266,0.0173223,0.0024619,0.996117,0.0055514,65.56583481,0.0442882,0.0171084,3.19687438
159,0.0050611,66.02386169,0.002835,1.0075592,0.0461756,0.0142,0.0048137,0.9927256,0.0041556,66.02386169,0.0464066,0.0168293,3.196483374
160,0.0046117,65.95337067,0.0018759,1.0107968,0.0470742,0.0165354,0.0040035,1.0049051,0.0052175,65.95337067,0.0437739,0.0151302,3.19687438
161,0.0047133,65.67154732,0.0034585,1.0130553,0.0417431,0.0201497,0.0037645,0.9984455,0.0061901,65.67154732,0.0447693,0.0156345,3.197167397
162,0.004282,65.67154732,0.0039446,0.9894409,0.0508703,0.0175429,0.0053372,0.9859701,0.005593,65.67154732,0.0413663,0.0162615,3.19677639
163,0.0047862,65.67154732,0.0042056,1.0029097,0.0427193,0.0157733,0.0048453,1.0202938,0.0052951,65.67154732,0.0368224,0.0124568,3.196190596
164,0.0046464,65.60105972,0.0043601,1.0003134,0.0413881,0.0146973,0.0034243,1.0094596,0.0045307,65.60105972,0.0519522,0.013163,3.195604324
165,0.0046828,65.8829277,0.0042498,1.0416838,0.0457477,0.0155406,0.005107,0.9963127,0.0054898,65.8829277,0.051672,0.0147926,3.195897579
166,0.0041144,65.35445786,0.0036347,0.9833575,0.0470981,0.0138661,0.0046879,0.9815544,0.0050883,65.35445786,0.0451934,0.0158781,3.195702076
