,Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 3 > Spindle > Battery Voltage,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity
66,0.0053315,62.23998489,0.0043365,1.0263376,0.0495735,0.0116904,0.0042112,62.23998489,0.0037043,1.0429242,3.221977949,0.0585354,0.0176041
67,0.0048411,62.13001175,0.0064791,1.00439,0.0525983,0.0155711,0.0038462,62.13001175,0.0020276,1.0636985,3.221196651,0.0517126,0.0164386
68,0.0050272,62.23998489,0.0026846,1.0031997,0.049248,0.0135212,0.0041629,62.23998489,0.0024217,1.0546301,3.221001148,0.0542421,0.0167718
69,0.0044431,62.31334267,0.0018794,0.9910042,0.0435515,0.0129697,0.0038658,62.31334267,0.0036168,1.0373861,3.2210989,0.0460156,0.0133929
70,0.0048065,62.53333359,0.0027645,0.9715625,0.0428022,0.0174891,0.0051518,62.53333359,0.001453,1.0466739,3.2210989,0.0536801,0.016622
71,0.0052413,62.64335136,0.0027587,0.9500117,0.0477621,0.0178297,0.0044196,62.64335136,0.0039444,1.0195098,3.220610619,0.0456436,0.017457
72,0.0051337,62.31334267,0.0041952,0.9748829,0.0460259,0.0181965,0.0049457,62.31334267,0.0036006,1.0652237,3.220512867,0.0490476,0.0155221
73,0.0054641,62.38665924,0.0025904,0.9898557,0.0433635,0.0118809,0.0040583,62.38665924,0.0029092,1.0382738,3.220610619,0.0437711,0.0159746
74,0.0047227,61.9466774,0.0029365,0.9888742,0.0400135,0.012932,0.0043363,61.9466774,0.0018706,1.0449887,3.220805883,0.0532125,0.0122993
75,0.004477,62.68000793,0.0034624,0.9651516,0.0527296,0.016465,0.0047799,62.68000793,0.0023437,1.0301576,3.220219851,0.0525256,0.0120755
76,0.0043166,62.38665924,0.0047253,1.0162304,0.045041,0.0142212,0.0047259,62.38665924,0.0041219,1.0511075,3.219536066,0.0487083,0.0147908
77,0.0051632,62.13001175,0.0041979,0.9703096,0.0490014,0.0136325,0.0042714,62.13001175,0.0024342,1.0238582,3.219438314,0.0416287,0.0164438
78,0.0062435,62.38665924,0.0050334,0.9815444,0.0438644,0.0157821,0.0052903,62.38665924,0.0068256,1.0155588,3.219145298,0.0485967,0.0205029
79,0.0062444,62.49667358,0.0040408,0.95494,0.0455216,0.0135906,0.0044065,62.49667358,0.0033722,1.0468107,3.21924305,0.0488195,0.0216703
80,0.0052609,62.13001175,0.0046273,0.9782867,0.0474062,0.0205029,0.00581,62.13001175,0.0064265,1.0079562,3.219633818,0.041208,0.0149982
81,0.0055729,62.46002045,0.0047117,0.9774514,0.0461574,0.0138995,0.0046264,62.46002045,0.0027748,1.0268595,3.219145298,0.0458991,0.0154513
82,0.0049611,62.49667358,0.0030441,0.9863056,0.0444083,0.014867,0.0051216,62.49667358,0.0039717,1.0360415,3.218949795,0.0506441,0.0134272
83,0.0057924,62.31334267,0.0030567,1.0004849,0.0398715,0.0151927,0.0050191,62.31334267,0.004012,1.0398867,3.218852282,0.0462676,0.0202279
84,0.0052351,62.46002045,0.0034532,1.0092765,0.0417277,0.0150401,0.0046657,62.46002045,0.0025753,1.04367,3.217680216,0.0440365,0.0168622
85,0.0045179,62.16666489,0.0021942,1.0102162,0.0472588,0.0180296,0.0058075,62.16666489,0.0026183,1.0612546,3.218168497,0.0522112,0.0165809
86,0.0048427,62.38665924,0.0043865,1.0030326,0.0413665,0.0168719,0.0053708,62.38665924,0.003842,1.0511823,3.217777729,0.0456179,0.0172519
87,0.005018,61.98333397,0.0041,1.0005476,0.0437649,0.0141527,0.0034678,61.98333397,0.0031638,1.0559256,3.217875481,0.0618669,0.0149126
88,0.0049757,62.60664673,0.0036222,0.9726902,0.0512603,0.0134334,0.0046457,62.60664673,0.0043115,1.0587385,3.217289448,0.0474025,0.0133662
89,0.0048249,62.16666489,0.003214,0.9763864,0.0441436,0.0162721,0.0049466,62.16666489,0.006161,1.0339848,3.217387199,0.050937,0.014745
90,0.0052299,62.38665924,0.0039656,0.9838624,0.0448188,0.0157829,0.0051149,62.38665924,0.0047034,1.0676315,3.217093945,0.0500421,0.0146501
91,0.0049693,61.9466774,0.0048341,0.9760105,0.0410226,0.0181281,0.0054174,61.9466774,0.0051784,1.0368286,3.217191696,0.0502422,0.0145018
92,0.0052424,62.38665924,0.0038873,0.9952434,0.0448072,0.0162079,0.0048405,62.38665924,0.0060163,1.0379925,3.216703415,0.0468589,0.0137859
93,0.0053293,62.46002045,0.0035108,0.9670101,0.0545003,0.0146825,0.0047495,62.46002045,0.0033756,1.068305,3.216800928,0.0469197,0.0190395
94,0.005276,62.2766861,0.0043779,1.0006102,0.0461669,0.015439,0.0049064,62.2766861,0.003311,1.0142736,3.216312647,0.0534755,0.0152298
95,0.00495,62.16666489,0.0036151,0.964191,0.0429885,0.0182363,0.0053271,62.16666489,0.0046066,1.0281034,3.216800928,0.0436408,0.0192215
96,0.0054232,62.01999054,0.0041805,0.991046,0.0404154,0.0208529,0.0058647,62.01999054,0.0027535,1.0196466,3.216019392,0.0448416,0.0204739
97,0.0055096,62.46002045,0.0048936,0.9738805,0.0436705,0.017535,0.00477,62.46002045,0.0048201,1.0136078,3.216214895,0.0543786,0.0164863
98,0.0044445,62.34999924,0.0034272,1.02947,0.0505273,0.0139862,0.0048539,62.34999924,0.0051034,1.0723489,3.215921879,0.0462599,0.0178992
99,0.0052936,62.13001175,0.0049939,0.9867233,0.0480626,0.0147611,0.0045729,62.13001175,0.0032253,1.0643076,3.215628862,0.0473563,0.0152383
100,0.0059078,62.05665054,0.0035341,0.9780779,0.0430438,0.0150271,0.0054101,62.05665054,0.0062516,0.9871018,3.215335846,0.0441259,0.01547
101,0.0052044,62.13001175,0.0054059,0.9970184,0.0424561,0.0144367,0.0049862,62.13001175,0.0049789,1.0180337,3.215238094,0.0472693,0.0154016
102,0.0056775,62.20332489,0.0030859,0.9962458,0.0474213,0.0159644,0.0047755,62.20332489,0.0032949,1.0498507,3.214652061,0.0513602,0.0155052
103,0.0055407,62.46002045,0.0038355,0.9737343,0.0489661,0.013255,0.004251,62.46002045,0.0041738,1.047701,3.215140343,0.0418972,0.0199343
104,0.0056304,62.2766861,0.0042436,0.9928837,0.0434182,0.0156303,0.0051657,62.2766861,0.0051372,1.0316441,3.21455431,0.045633,0.0183545
105,0.0047499,62.23998489,0.004579,0.9664672,0.0410444,0.0205794,0.0046937,62.23998489,0.0038373,1.0357861,3.214456797,0.0459716,0.0150337
106,0.0055704,62.20332489,0.0034058,0.9936772,0.0391314,0.0180735,0.0045843,62.20332489,0.0022246,1.0295692,3.214163542,0.0514617,0.0141833
107,0.004893,62.13001175,0.0029239,0.9785582,0.0416168,0.016248,0.0055461,62.13001175,0.0051444,1.0131072,3.21455431,0.0442857,0.0180197
108,0.0053016,62.16666489,0.0036343,0.9919857,0.0497926,0.0151674,0.004933,62.16666489,0.0040855,1.0446481,3.214359045,0.0441356,0.016672
109,0.005507,62.2766861,0.0051943,0.9666969,0.0416114,0.0144451,0.0047952,62.2766861,0.0045969,1.0022761,3.213675261,0.0498265,0.0161716
110,0.0054153,62.46002045,0.0053999,0.9754676,0.0458451,0.012743,0.0047472,62.46002045,0.0039442,1.0382583,3.213968277,0.0468868,0.0173779
111,0.0051708,62.34999924,0.0045148,0.987496,0.04868,0.0157567,0.0048321,62.34999924,0.0035869,1.0739515,3.213577509,0.054209,0.0164331
112,0.0049368,62.2766861,0.0058839,1.0017796,0.0439469,0.0149848,0.0051268,62.2766861,0.0037668,1.0273189,3.213088989,0.0501036,0.0145688
113,0.005483,62.01999054,0.004197,0.9544597,0.0437535,0.0138829,0.00492,62.01999054,0.001645,1.0407745,3.213382244,0.0485635,0.0167339
114,0.0058813,62.23998489,0.0066422,1.0027402,0.0481618,0.0149973,0.0050162,62.23998489,0.0037762,1.0586637,3.213088989,0.0470639,0.0218227
115,0.0050609,62.42331581,0.0056112,0.9739849,0.0413009,0.018573,0.0054044,62.42331581,0.003752,1.0350944,3.212600708,0.0461028,0.016145
116,0.0054164,62.34999924,0.0056055,0.983048,0.046923,0.0190038,0.0046851,62.34999924,0.0040495,1.0384183,3.212893724,0.0552094,0.0158565
117,0.0051786,62.49667358,0.0033392,0.9943037,0.0421155,0.0177812,0.0053342,62.49667358,0.0031315,1.059714,3.212307692,0.041687,0.0175938
118,0.0061031,62.42331581,0.0045668,1.00936,0.0462498,0.0141498,0.0042321,62.42331581,0.0036945,1.0306763,3.21269846,0.0528524,0.0192651
119,0.0047181,62.38665924,0.0026494,0.9873707,0.0578693,0.0145418,0.0044872,62.38665924,0.0036162,1.0463487,3.212112188,0.0444138,0.0142511
120,0.0055383,62.20332489,0.0039222,0.985533,0.0435542,0.0132144,0.0050227,62.20332489,0.0063664,1.0402919,3.212600708,0.0589245,0.0181098
121,0.0052328,62.34999924,0.0036656,1.004912,0.0418249,0.0144648,0.0042155,62.34999924,0.0028559,1.0488107,3.212112188,0.0561281,0.0138561
122,0.0054309,62.42331581,0.0034657,0.993886,0.0492143,0.0137164,0.0046712,62.42331581,0.0027776,1.0460184,3.211916924,0.0476807,0.0198792
123,0.0058109,62.38665924,0.00518,0.9757391,0.0505336,0.0152571,0.0051917,62.38665924,0.0052444,1.0281679,3.212014675,0.045581,0.0193055
124,0.0043933,62.31334267,0.0030851,0.9894172,0.0406006,0.0172145,0.0051033,62.31334267,0.0039882,1.0006761,3.211623907,0.0535518,0.0143424
125,0.0062122,62.23998489,0.0067874,0.9753632,0.0409772,0.0206197,0.0049946,62.23998489,0.0031782,1.034968,3.211721659,0.0507426,0.0202094
126,0.0060132,62.31334267,0.0036625,1.0024479,0.0432498,0.0154409,0.0051952,62.31334267,0.0034923,1.0466997,3.211330891,0.0543529,0.0215188
127,0.0053196,62.34999924,0.0044271,0.9918813,0.0442401,0.0149204,0.004324,62.34999924,0.0030625,1.0442558,3.211526394,0.0441899,0.0193649
128,0.0052891,62.49667358,0.0054178,0.9916098,0.044455,0.0146724,0.0048306,62.49667358,0.0027798,1.0708857,3.211037874,0.0504457,0.0170947
129,0.0044543,62.13001175,0.0033619,0.95423,0.0473123,0.0139232,0.0048669,62.13001175,0.0036771,1.0391874,3.211037874,0.043906,0.0118773
130,0.0055542,62.20332489,0.005755,0.9712911,0.043515,0.0132185,0.0050055,62.20332489,0.0049092,0.9989238,3.210647106,0.0471735,0.0224647
131,0.005812,62.31334267,0.0053816,0.992299,0.0420355,0.014595,0.0044983,62.31334267,0.0025059,1.0696908,3.209963322,0.0602993,0.0174444
132,0.006077,62.23998489,0.0033653,0.9735881,0.0442113,0.0137049,0.004975,62.23998489,0.0069996,1.0447229,3.210549593,0.0460784,0.0169865
133,0.0054122,62.46002045,0.0039031,0.9750917,0.0472197,0.0136095,0.0047498,62.46002045,0.0057776,1.0579411,3.209963322,0.0520203,0.017249
134,0.0047074,62.46002045,0.0034476,1.0044317,0.043832,0.0169175,0.0045642,62.46002045,0.0050093,1.027595,3.209670305,0.0433694,0.0155756
135,0.004827,62.16666489,0.0029667,1.0139124,0.0431392,0.0131916,0.0044848,62.16666489,0.0022589,1.0345035,3.209670305,0.0603327,0.0155734
136,0.0061093,62.09335175,0.0041729,0.9779108,0.0425937,0.0142037,0.0047498,62.09335175,0.0033412,1.0327667,3.209768057,0.0499702,0.0179973
137,0.0049995,62.46002045,0.005107,1.0099865,0.0437522,0.0178679,0.0056233,62.46002045,0.0053562,1.0626198,3.209084272,0.0574934,0.0159688
138,0.0053981,62.53333359,0.0039507,0.9996079,0.0436279,0.0150896,0.0045748,62.53333359,0.0044403,1.0545604,3.209181786,0.0493543,0.0163639
139,0.0057831,62.46002045,0.0039476,0.9961831,0.0536008,0.0125957,0.0041193,62.46002045,0.001778,1.0531901,3.209377289,0.0587098,0.015536
140,0.0048145,62.56999359,0.0024778,0.9993782,0.0415157,0.0139063,0.0043748,62.56999359,0.0054233,1.0154814,3.208595991,0.0509996,0.0152251
141,0.0049424,62.49667358,0.0039304,0.9724187,0.0443396,0.0134315,0.0051424,62.49667358,0.0039182,1.0475049,3.208693504,0.0475642,0.0156137
142,0.0056234,62.23998489,0.0042466,0.9878927,0.043746,0.0130385,0.0046854,62.23998489,0.0020248,1.0299254,3.20849824,0.0431778,0.0158586
143,0.0047834,62.2766861,0.0028298,0.9626039,0.0412233,0.0133125,0.0039227,62.2766861,0.0032795,1.0239073,3.208204985,0.0444801,0.0128653
144,0.0058307,62.23998489,0.0080991,0.9818994,0.0467384,0.0148509,0.0049825,62.23998489,0.0037635,1.0301396,3.207814455,0.0437867,0.0218729
145,0.0054292,62.49667358,0.0036474,0.9848021,0.0408362,0.0161872,0.0053451,62.49667358,0.0035225,1.0387409,3.20761919,0.0475675,0.0181941
146,0.005263,62.78998108,0.0055901,0.9802915,0.0421723,0.0141807,0.004289,62.78998108,0.0038035,1.0418739,3.207521439,0.0416819,0.0173495
147,0.0056752,62.46002045,0.0045026,0.9831524,0.0496744,0.0172115,0.0048471,62.46002045,0.0027787,1.0457345,3.207130671,0.041846,0.0206842
148,0.0047499,62.38665924,0.0032967,1.0002761,0.0441945,0.0129165,0.0052237,62.38665924,0.0030535,1.0430197,3.207716703,0.0492508,0.0133289
149,0.0055153,62.2766861,0.0029483,0.9877257,0.0430765,0.0140916,0.0048148,62.2766861,0.0026985,1.0103949,3.20761919,0.0461037,0.016926
150,0.0057566,62.38665924,0.0045694,1.0148522,0.0465816,0.0186856,0.0054657,62.38665924,0.0029313,1.0389835,3.207521439,0.0442646,0.0202203
151,0.0056068,62.46002045,0.0044679,0.9880389,0.0401905,0.0131088,0.0045711,62.46002045,0.0025318,1.0106426,3.207130671,0.0512989,0.0167027
152,0.005251,62.16666489,0.0062342,0.9597012,0.0445454,0.0188359,0.0057216,62.16666489,0.0041706,1.0491178,3.206349134,0.0494299,0.0148491
153,0.0060589,62.2766861,0.0069024,0.982338,0.0421299,0.0174669,0.004949,62.2766861,0.0033911,1.0398196,3.206056118,0.0447392,0.0186626
154,0.005265,62.34999924,0.0033519,0.9931551,0.0421913,0.0180148,0.0052591,62.34999924,0.0021093,1.0539462,3.206837654,0.0470127,0.0143692
155,0.0047541,62.2766861,0.0049587,1.0143301,0.0435215,0.013913,0.004766,62.2766861,0.0032991,1.0124568,3.206935406,0.045795,0.0145976
156,0.0054277,62.2766861,0.0033531,0.9925913,0.0483377,0.0170138,0.0052873,62.2766861,0.002527,1.0315125,3.206056118,0.0473454,0.0154505
157,0.0042406,62.16666489,0.0023324,0.9848021,0.0404269,0.0142074,0.0043296,62.16666489,0.0028599,1.0206582,3.206544638,0.044194,0.0123799
158,0.0056598,62.53333359,0.0054239,0.9515779,0.0436394,0.014628,0.0041465,62.53333359,0.0022687,1.0479694,3.205860853,0.0530846,0.0182602
159,0.0052534,62.34999924,0.0047584,0.974674,0.040799,0.0154921,0.0049232,62.34999924,0.0020976,1.0361422,3.205860853,0.0438106,0.0168979
160,0.0047688,62.2766861,0.0040157,1.0032623,0.0473606,0.0121499,0.0040379,62.2766861,0.0036304,1.0513139,3.205665588,0.049092,0.016693
161,0.0046371,62.20332489,0.0047298,0.9900436,0.0451127,0.0192068,0.0056827,62.20332489,0.0060348,1.0334531,3.205665588,0.0436342,0.0146384
162,0.0052914,62.49667358,0.0050148,1.0022808,0.0509309,0.0203603,0.0050858,62.49667358,0.0038228,1.0438274,3.205567837,0.0434861,0.0183053
163,0.0043534,62.09335175,0.0031093,0.9672607,0.0432227,0.0166886,0.004309,62.09335175,0.0040574,1.0193601,3.205567837,0.0473827,0.0171128
164,0.0059835,62.38665924,0.007219,0.9693072,0.0405751,0.0149524,0.0052243,62.38665924,0.0060029,1.0075433,3.205372334,0.0474932,0.0199063
