,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Velocity,Machines > Bridgeport Mill 2 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 2 > Spindle > Battery Voltage
34,0.0018192,1.0082841,0.0465527,0.0107725,0.0031474,62.32457275,0.002126,0.963924,0.042976,0.0092245,0.0030647,62.32457275,3.21269846
35,0.0019324,1.0184265,0.0433162,0.0082408,0.0030293,62.43024063,0.0021392,1.030081,0.0529676,0.0095959,0.0030872,62.43024063,3.212405443
36,0.0025971,0.9849222,0.0466525,0.0083062,0.002832,62.04270477,0.0018811,1.0287611,0.0508935,0.0118848,0.0036033,62.04270477,3.212014675
37,0.0023109,0.9986906,0.0427483,0.0077535,0.0028165,61.97225838,0.001664,1.0105804,0.0477793,0.0112629,0.0034582,61.97225838,3.212600708
38,0.0019621,1.0297134,0.0463856,0.0091911,0.0030452,62.6768837,0.0018026,1.0336362,0.0425028,0.0105257,0.0029946,62.6768837,3.212307692
39,0.0026166,1.022181,0.0470901,0.0096885,0.0029841,62.07792969,0.0022265,1.0224706,0.044558,0.0105199,0.0031377,62.07792969,3.212405443
40,0.00243,0.9858331,0.0427255,0.0082074,0.0033514,61.9369957,0.0024319,0.9792908,0.0413236,0.0102524,0.0035674,61.9369957,3.21181941
41,0.0037835,0.9270165,0.0405239,0.009739,0.0037864,62.00747986,0.0041932,0.9709109,0.0393768,0.0115811,0.0034519,62.00747986,3.211233139
42,0.0025375,1.0009737,0.0501805,0.0099125,0.0029912,62.11314774,0.0024944,0.9847725,0.0436185,0.0086791,0.0027046,62.11314774,3.211330891
43,0.0029471,0.9550906,0.0439677,0.0107692,0.0033407,61.69039383,0.0040414,1.0402413,0.0419303,0.008752,0.0030949,61.69039383,3.211135387
44,0.0024935,1.01511,0.0442034,0.0103743,0.0033363,62.50072823,0.0019659,1.0075194,0.0497515,0.0113724,0.0032641,62.50072823,3.210940123
45,0.0020318,1.019063,0.0467826,0.0104008,0.0030483,62.28930664,0.0025665,0.994124,0.0439821,0.0104815,0.0030825,62.28930664,3.210940123
46,0.0021448,1.026537,0.0436578,0.0102549,0.0032381,62.28930664,0.0016439,0.9867214,0.0421212,0.0106992,0.0026058,62.28930664,3.210061073
47,0.0034423,1.0232904,0.0489705,0.0101873,0.0033984,62.07792969,0.002418,0.960453,0.0395839,0.0086191,0.0032028,62.07792969,3.210256338
48,0.0017349,1.0223796,0.048666,0.0123544,0.003373,62.18363876,0.0043172,0.9546286,0.0418734,0.009329,0.0032548,62.18363876,3.209768057
49,0.0031944,1.0014933,0.0425198,0.0082274,0.0029668,62.32457275,0.0018872,1.0047449,0.0429326,0.0114468,0.0030267,62.32457275,3.209279537
50,0.0028254,0.9960455,0.0483904,0.0087011,0.0027898,62.6063961,0.0018696,1.0444649,0.0573004,0.0106497,0.0032804,62.6063961,3.209670305
51,0.0028103,1.0268056,0.0494415,0.0116233,0.0031213,62.21886024,0.0032362,1.0480763,0.0438576,0.0092969,0.0032831,62.21886024,3.208791256
52,0.0017369,0.9962616,0.0491908,0.0119264,0.0034852,62.39501572,0.0033724,0.9849298,0.0458299,0.0111567,0.0030972,62.39501572,3.208889008
53,0.0029893,1.0087045,0.0479524,0.0106478,0.002979,61.83132439,0.0022529,0.988558,0.0496334,0.010834,0.0034018,61.83132439,3.208889008
54,0.002184,1.003572,0.0452331,0.0081029,0.003111,61.86654587,0.0024213,0.9838626,0.0384138,0.0088691,0.0032134,61.86654587,3.208986521
55,0.0034931,1.0062522,0.0528652,0.0086538,0.0029996,62.00747986,0.0022458,0.9973198,0.0499799,0.0109804,0.0030582,62.00747986,3.208400488
56,0.0033694,0.9350685,0.0437922,0.0099029,0.003123,62.00747986,0.0017716,1.04442,0.0488403,0.0098725,0.0033672,62.00747986,3.20800972
57,0.0022681,1.0037764,0.0473911,0.0068343,0.0025586,62.07792969,0.0011498,1.0133943,0.0416013,0.0096539,0.0030548,62.07792969,3.207521439
58,0.0029085,0.9669555,0.0425564,0.0084786,0.0028701,61.97225838,0.0026769,1.0312604,0.0485338,0.0105226,0.0035752,61.97225838,3.207325935
59,0.0023119,1.0155537,0.0535901,0.0108034,0.0035789,61.83132439,0.0019367,0.9840367,0.0398428,0.0094012,0.0030637,61.83132439,3.20761919
60,0.0021706,1.0223212,0.052431,0.0103324,0.0036802,62.14841385,0.0018985,0.9897656,0.041973,0.0101951,0.003299,62.14841385,3.207228184
61,0.0014009,1.0194834,0.0500633,0.0072173,0.0026053,61.90177078,0.0026312,0.9997967,0.0401689,0.0092808,0.003357,61.90177078,3.206837654
62,0.0026044,1.0359787,0.0532902,0.0124432,0.0041563,62.28930664,0.0036431,0.9967413,0.0453737,0.0095229,0.0025506,62.28930664,3.207228184
63,0.0032047,0.9852316,0.0448257,0.0088618,0.0032618,61.90177078,0.0029941,1.0349786,0.0518593,0.0088612,0.002775,61.90177078,3.206642389
64,0.0014747,1.0707443,0.049331,0.0090846,0.003255,62.07792969,0.0029135,1.0000382,0.0377313,0.0092338,0.0026485,62.07792969,3.20615387
65,0.0011052,1.0223504,0.0476689,0.0104057,0.0036527,62.25408173,0.0020838,0.9776002,0.0507198,0.007201,0.0026548,62.25408173,3.206349134
66,0.0024093,1.0044713,0.0477985,0.0119987,0.0037338,62.18363876,0.0019861,1.0117374,0.0440654,0.0089453,0.0028996,62.18363876,3.206251383
67,0.0009756,1.0020714,0.048574,0.0098779,0.003349,62.43024063,0.0033211,1.0325129,0.0435424,0.0107803,0.0028647,62.43024063,3.206056118
68,0.0032058,1.0137495,0.0437016,0.0098377,0.0036086,62.14841385,0.0026031,1.0007459,0.0419646,0.0107079,0.0033663,62.14841385,3.205274582
69,0.004067,1.0106548,0.0481525,0.0097513,0.0032836,62.11314774,0.0027935,0.9842558,0.0416093,0.0098575,0.0034692,62.11314774,3.205470085
70,0.0025987,1.072858,0.0479272,0.0092328,0.0031454,61.90177078,0.0030152,1.0067106,0.0464424,0.0084104,0.0028818,61.90177078,3.205567837
71,0.0008006,1.0171069,0.0531654,0.00867,0.0031861,61.83132439,0.0022014,1.0238354,0.0422024,0.0090028,0.002403,61.83132439,3.204884052
72,0.0019694,1.0135042,0.0397155,0.0108295,0.0035873,62.07792969,0.0022063,0.9606945,0.041869,0.0095203,0.0027083,62.07792969,3.204884052
73,0.0018713,1.0388164,0.0435915,0.0084573,0.0032595,61.9369957,0.0031237,1.0035485,0.0458951,0.009074,0.002759,61.9369957,3.204591036
74,0.0022918,1.0054113,0.0459617,0.0113336,0.0036272,62.32457275,0.0037656,0.9526179,0.0405988,0.0126482,0.0032576,62.32457275,3.204200268
75,0.001352,1.0493734,0.0468707,0.0104394,0.0035211,61.83132439,0.0016062,1.0098784,0.0484913,0.0069022,0.002501,61.83132439,3.204493284
76,0.0017922,0.9644155,0.0473123,0.0101085,0.0033555,62.14841385,0.0026658,0.9920515,0.0457316,0.0090847,0.0032874,62.14841385,3.204102516
77,0.0025839,0.9707917,0.0581586,0.0106626,0.0035236,62.07792969,0.0036671,1.051654,0.0409318,0.0082809,0.0028507,62.07792969,3.203907251
78,0.0024262,0.9698691,0.0430194,0.0090196,0.0030388,61.90177078,0.0024722,1.01003,0.0430005,0.0074538,0.0026143,61.90177078,3.204005003
79,0.001747,1.0075075,0.046747,0.0097187,0.0033089,62.00747986,0.0028654,1.0243184,0.0438697,0.0082926,0.0030252,62.00747986,3.203418732
80,0.0018612,1.0029589,0.0506344,0.0093621,0.0028601,61.79610291,0.0020497,0.9641262,0.0460007,0.0085339,0.002768,61.79610291,3.203125715
81,0.0022672,0.9988249,0.0484005,0.0125177,0.0036445,61.72561188,0.0043928,0.9883559,0.048878,0.0095191,0.0030942,61.72561188,3.203223467
82,0.0024731,1.0189404,0.0491373,0.0096208,0.0029568,61.97225838,0.0023796,1.0508677,0.0503094,0.0077282,0.0028052,61.97225838,3.202539682
83,0.002519,0.9932778,0.04714,0.0117597,0.0037747,62.39501572,0.0030289,0.9843457,0.0454669,0.011051,0.0032261,62.39501572,3.202637434
84,0.001735,1.002632,0.0504879,0.0105915,0.003262,62.21886024,0.0020517,1.022055,0.0443145,0.009277,0.0028658,62.21886024,3.202441931
85,0.0030858,0.9809341,0.0485814,0.0104119,0.0034246,62.32457275,0.0035452,0.9932591,0.0422475,0.0083746,0.0028545,62.32457275,3.201855898
86,0.0019953,0.9878067,0.0521724,0.0079264,0.0030052,62.00747986,0.0024119,1.0009144,0.0427699,0.0106786,0.0031077,62.00747986,3.20195365
87,0.002219,0.9739039,0.0401385,0.0090739,0.0033603,61.83132439,0.0021072,0.9663896,0.0436697,0.0087265,0.0029366,61.83132439,3.201269865
88,0.0015965,0.9855178,0.0556902,0.0127711,0.0036536,62.00747986,0.0028092,0.9869967,0.0449061,0.008024,0.0029448,62.00747986,3.20146513
89,0.0023753,1.0222803,0.0437638,0.0101913,0.0032622,62.07792969,0.0022359,1.0042955,0.0459055,0.0141895,0.0037944,62.07792969,3.201172113
90,0.0024078,1.013948,0.0476358,0.0127455,0.0033454,62.25408173,0.002469,1.0127091,0.0469525,0.0089145,0.0031558,62.25408173,3.201172113
91,0.0016187,1.0499456,0.0444695,0.0092263,0.0032881,62.00747986,0.0019001,1.0257169,0.0471197,0.0107379,0.0029624,62.00747986,3.200586081
92,0.0022977,1.0067835,0.0398869,0.0092348,0.0031162,62.07792969,0.0023367,1.0187075,0.0509712,0.0079351,0.0028381,62.07792969,3.200683832
93,0.0029267,1.0376136,0.0495565,0.0098814,0.0032425,62.18363876,0.0022274,1.0002123,0.0385934,0.0121581,0.0033959,62.18363876,3.200781584
94,0.003025,0.9661205,0.0409046,0.0118369,0.0030578,62.07792969,0.0025446,1.0251609,0.0472453,0.0106921,0.0030227,62.07792969,3.200488329
95,0.0027527,1.0107541,0.0554287,0.0104019,0.0036383,61.97225838,0.0041634,0.9720679,0.0523544,0.0084471,0.0030204,61.97225838,3.200586081
96,0.001113,1.0474057,0.0458085,0.0093685,0.0028607,62.07792969,0.0019033,0.9871202,0.0440956,0.0080516,0.0026679,62.07792969,3.19960928
97,0.0012323,1.0579451,0.0435919,0.0113787,0.0033191,61.90177078,0.0028977,1.0104737,0.0451318,0.0084558,0.003043,61.90177078,3.199511528
98,0.0027134,0.9679773,0.0472233,0.011561,0.0038895,62.18363876,0.0023824,1.0118217,0.0478949,0.0082594,0.0029531,62.18363876,3.199706793
99,0.0025541,1.0173522,0.042155,0.0100271,0.0029329,62.00747986,0.0024057,0.9871427,0.0397784,0.0079704,0.0026793,62.00747986,3.199316263
100,0.0021579,1.0186484,0.0450723,0.0101341,0.0031274,62.18363876,0.0029067,1.0101423,0.0518533,0.007817,0.00296,62.18363876,3.199218512
101,0.0027769,1.0143217,0.0487845,0.0107112,0.0037968,61.79610291,0.0031341,1.0185166,0.0398673,0.0132859,0.0034928,61.79610291,3.199316263
102,0.0024817,1.0303031,0.0496022,0.0089553,0.0028282,61.97225838,0.0029532,1.0331588,0.0508567,0.0121622,0.0033725,61.97225838,3.198925495
103,0.0021859,1.0219066,0.0449993,0.0096302,0.0033785,62.25408173,0.0024255,0.9929558,0.043069,0.0089672,0.002688,62.25408173,3.198632479
104,0.0022112,0.9729171,0.0375739,0.0122236,0.0034913,62.07792969,0.0032243,0.9598183,0.0388114,0.0123964,0.0032528,62.07792969,3.198827982
105,0.0035049,1.0330708,0.0418016,0.0088968,0.0030833,62.14841385,0.0023024,0.9915123,0.0450268,0.0119964,0.003494,62.14841385,3.198046446
106,0.0016125,1.0095687,0.0407348,0.0104907,0.0030094,62.14841385,0.0014624,0.9546287,0.0494744,0.0079699,0.0025726,62.14841385,3.198241711
107,0.0038394,0.9823588,0.0499719,0.0106092,0.0034055,62.11314774,0.0022292,0.9849298,0.0470639,0.0098727,0.0035837,62.11314774,3.198144197
108,0.002415,1.0524564,0.0446042,0.0088637,0.0029856,62.00747986,0.002575,1.034855,0.0513612,0.0108155,0.0031123,62.00747986,3.197655678
109,0.0021083,1.029509,0.0479301,0.010174,0.0033066,61.9369957,0.0020374,0.9507701,0.0442164,0.0119958,0.0035303,61.9369957,3.196971893
110,0.0016981,1.040247,0.0428531,0.0095168,0.0030201,61.86654587,0.0022632,0.972214,0.0407433,0.008562,0.0030065,61.86654587,3.197655678
111,0.0025919,1.0059602,0.0516423,0.0107025,0.0030658,62.50072823,0.0018963,0.9770386,0.0449787,0.0099537,0.003272,62.50072823,3.197167397
112,0.0028173,0.9662431,0.0428759,0.0100894,0.0032216,62.11314774,0.0025758,1.0048066,0.0557758,0.0091756,0.0031799,62.11314774,3.196971893
113,0.0016348,1.0038348,0.0419457,0.0097342,0.0030434,61.97225838,0.0016876,0.9953597,0.0427373,0.0102807,0.0029612,61.97225838,3.19687438
114,0.0022543,1.0299878,0.0477945,0.0093435,0.0033606,61.86654587,0.0025421,1.0026555,0.0458324,0.0073763,0.0026132,61.86654587,3.19687438
115,0.0023038,1.0183623,0.0384153,0.0094573,0.0032002,62.35979424,0.001648,0.9347967,0.0406359,0.0081086,0.0029329,62.35979424,3.195897579
116,0.0019911,1.064444,0.0435225,0.0090874,0.0032118,62.21886024,0.0021153,1.0238747,0.0452634,0.0102964,0.0029658,62.21886024,3.196190596
117,0.0035051,1.009703,0.0451914,0.0079716,0.0029726,62.18363876,0.0035624,1.000246,0.044761,0.0112029,0.003377,62.18363876,3.19638586
118,0.0031017,1.0124007,0.0471875,0.0089561,0.0029215,61.86654587,0.0021536,0.9799816,0.043987,0.0106633,0.0031017,61.86654587,3.195604324
119,0.0020369,1.0392077,0.0421338,0.0096705,0.0034861,61.86654587,0.0031444,0.9708267,0.0468117,0.0088768,0.0030926,61.86654587,3.195604324
120,0.0025792,1.0248612,0.0439517,0.0098867,0.0032198,62.04270477,0.0028093,1.0135572,0.0402142,0.007925,0.0028586,62.04270477,3.19540906
121,0.0034331,1.0349393,0.044377,0.0090648,0.0034489,62.00747986,0.0034846,0.9700067,0.0420769,0.0090926,0.0032905,62.00747986,3.195018291
122,0.0019648,1.006258,0.0470164,0.0106689,0.0036474,62.11314774,0.0020972,0.9891085,0.0423967,0.0082356,0.0026951,62.11314774,3.194920778
123,0.0016475,1.0055573,0.0484686,0.0091949,0.002856,62.04270477,0.0028072,0.9945172,0.0442527,0.0102475,0.0029098,62.04270477,3.195506573
124,0.0035479,0.9858156,0.0426241,0.0090759,0.0028828,61.97225838,0.001937,0.9729554,0.0507892,0.0122492,0.0037103,61.97225838,3.194236994
125,0.003292,1.0300521,0.0414899,0.0099929,0.0030115,61.9369957,0.0017216,1.0123272,0.041254,0.0102647,0.0033058,61.9369957,3.194627523
126,0.002755,1.0285222,0.0478644,0.0085469,0.0033561,62.25408173,0.0023763,0.9981398,0.0478019,0.0093276,0.0033855,62.25408173,3.195018291
127,0.0019144,0.9987899,0.0439582,0.0093614,0.0032474,61.76083679,0.0022517,1.0060198,0.0463095,0.0092184,0.0030254,61.76083679,3.194725275
128,0.0028594,0.9692852,0.0567152,0.0093102,0.0029573,62.04270477,0.001963,1.0219763,0.0442335,0.0101602,0.0034402,62.04270477,3.194627523
129,0.0019167,0.9586465,0.041755,0.0075665,0.0026521,62.00747986,0.002508,0.9725622,0.0433065,0.0087524,0.0030072,62.00747986,3.194432259
130,0.0021554,1.0351846,0.0379808,0.0075478,0.003043,62.04270477,0.0021944,1.0020714,0.0440471,0.0082712,0.002888,62.04270477,3.193943977
131,0.0028342,0.9984804,0.0414702,0.0089616,0.0027013,61.79610291,0.0016264,0.9782405,0.0436004,0.0101251,0.0029961,61.79610291,3.193552971
132,0.0018294,1.0106723,0.0463503,0.0099084,0.0030958,61.90177078,0.0017152,1.0085304,0.0496709,0.0116873,0.0030959,61.90177078,3.193357706
133,0.0020592,1.0495135,0.0417806,0.0090448,0.0027318,62.04270477,0.0020915,1.0034699,0.0413855,0.0127765,0.0030428,62.04270477,3.193552971
134,0.0023516,0.9838244,0.0446696,0.0086831,0.0029508,62.43024063,0.0015534,1.0281152,0.0432002,0.0078576,0.0028988,62.43024063,3.193357706
135,0.0023906,0.9705114,0.0486722,0.0085753,0.0028514,61.97225838,0.0028074,1.0231727,0.0467056,0.0088941,0.0028351,61.97225838,3.192771673
136,0.0029216,0.9782832,0.0498815,0.0078479,0.0029322,62.00747986,0.0024172,1.015259,0.0465841,0.0122843,0.0039045,62.00747986,3.19306469
137,0.0031046,1.0070521,0.0410504,0.0089353,0.0031653,62.04270477,0.0022315,0.9821889,0.0414711,0.0087088,0.0030213,62.04270477,3.192869186
138,0.0029633,1.0068886,0.0431655,0.0090323,0.0031506,61.90177078,0.0016318,0.9945733,0.0416859,0.0137264,0.0034322,61.90177078,3.192967176
139,0.0019819,0.9823005,0.0458939,0.007792,0.0030363,62.53594971,0.0026141,0.990771,0.0388599,0.0113627,0.0033257,62.53594971,3.192673922
140,0.0026036,0.9589443,0.0443804,0.0124147,0.0034303,62.18363876,0.0021561,0.9961797,0.0388141,0.0099203,0.0029859,62.18363876,3.192380905
141,0.0019345,0.9929917,0.0451012,0.0092349,0.0029463,61.83132439,0.0017348,0.9751514,0.0438424,0.0080336,0.0028284,61.83132439,3.191990376
142,0.0032142,0.9885599,0.0494041,0.0117298,0.0032818,62.04270477,0.0015764,0.9761849,0.050375,0.0124418,0.003461,62.04270477,3.192283392
143,0.0031998,1.0683795,0.0384898,0.0096347,0.0032505,61.9369957,0.0019549,0.9717534,0.0419268,0.0101604,0.0031268,61.9369957,3.192380905
144,0.0024715,0.9703888,0.0411136,0.0108754,0.0030326,61.76083679,0.0021772,0.9703493,0.0496441,0.0089691,0.0028771,61.76083679,3.191599369
145,0.0029636,1.0410353,0.0445486,0.0104795,0.0036534,61.83132439,0.0036155,0.9902205,0.0444745,0.0084987,0.0030079,61.83132439,3.191501856
146,0.0042729,0.9683393,0.0435381,0.0092928,0.0031294,62.14841385,0.002769,0.9902318,0.045693,0.0090291,0.003534,62.14841385,3.191111088
147,0.002221,1.0194834,0.042693,0.009296,0.0027132,61.97225838,0.0026465,0.9862777,0.042181,0.0123571,0.0030132,61.97225838,3.191501856
148,0.0019225,1.0382209,0.0477932,0.0123345,0.003496,62.18363876,0.0027269,0.9861261,0.0427099,0.0090657,0.0030279,62.18363876,3.190818071
149,0.0035145,1.0225898,0.0423068,0.0098064,0.0032847,62.11314774,0.0023341,1.0335239,0.0451341,0.01014,0.0033813,62.11314774,3.19072032
150,0.0022806,0.9893073,0.0473025,0.0099281,0.0026858,61.86654587,0.0013655,0.9596891,0.0435301,0.0082081,0.0027594,61.86654587,3.191111088
151,0.0013617,0.9809983,0.0413019,0.0105765,0.0035672,62.07792969,0.0032558,0.9993081,0.0423888,0.0096818,0.002917,62.07792969,3.190622568
152,0.0047617,0.9764614,0.0454247,0.009575,0.0029818,62.04270477,0.0022011,0.9964886,0.0472819,0.0134833,0.0040719,62.04270477,3.191111088
153,0.0019209,1.000162,0.0421276,0.010334,0.0037901,61.69039383,0.0024866,1.0140683,0.0528581,0.009652,0.0029232,61.69039383,3.19072032
154,0.0034723,1.0105847,0.052285,0.0114936,0.0037731,61.97225838,0.0050678,0.9954102,0.0426429,0.0118337,0.0037736,61.97225838,3.190427303
155,0.0034405,1.0188762,0.0506019,0.0099392,0.003543,61.76083679,0.0032659,0.9762242,0.0430851,0.0089237,0.0033393,61.76083679,3.190134287
156,0.0020289,0.9947142,0.0426142,0.0110521,0.0033992,61.83132439,0.0026458,0.9674792,0.0431765,0.0102155,0.0035135,61.83132439,3.18984127
157,0.002379,1.0103161,0.0490879,0.010246,0.0030324,61.97225838,0.0023726,1.005402,0.049503,0.0100927,0.0035704,61.97225838,3.189450502
158,0.0021124,0.9441716,0.0456635,0.0095,0.0031704,61.9369957,0.002492,1.0305135,0.039873,0.0093749,0.0034373,61.9369957,3.189548254
159,0.002529,1.0255677,0.0539223,0.0110055,0.0031415,61.69039383,0.0020149,1.0104681,0.0449178,0.0115904,0.0028991,61.69039383,3.189450502
160,0.0028576,1.0054639,0.0465867,0.0112188,0.003169,61.90177078,0.0028413,0.9971626,0.0381008,0.0107085,0.0027251,61.90177078,3.189645767
161,0.0036844,0.9848521,0.0440634,0.0102888,0.0030644,62.07792969,0.0026634,1.0212069,0.0492291,0.0088264,0.0031526,62.07792969,3.189059973
162,0.0022817,1.0074024,0.0463803,0.0101357,0.0031698,61.72561188,0.0020111,1.0089123,0.0461944,0.0088949,0.0030111,61.72561188,3.188668966
163,0.0029339,0.9913451,0.0448739,0.0095849,0.0034572,62.18363876,0.0032162,0.9810375,0.0410128,0.012835,0.0035626,62.18363876,3.189157486
164,0.0028981,0.9859498,0.0429335,0.0096717,0.0032425,62.00747986,0.0017643,0.9597959,0.0435289,0.0096177,0.0032031,62.00747986,3.189450502
