Time (UTC),Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation
3/1/2020 10:39,1.01E+00,1.08E+00
3/1/2020 10:49,9.98E-01,1.07E+00
3/1/2020 10:59,1.09E+00,1.18E+00
3/1/2020 11:09,1.01E+00,1.12E+00
3/1/2020 11:19,1.01E+00,1.07E+00
3/1/2020 11:30,9.75E-01,1.09E+00
3/1/2020 11:40,9.93E-01,1.06E+00
3/1/2020 11:50,1.04E+00,1.08E+00
3/1/2020 11:59,1.01E+00,1.09E+00
3/1/2020 12:09,1.01E+00,1.07E+00
3/1/2020 12:19,1.09E+00,1.09E+00
3/1/2020 12:29,1.01E+00,1.05E+00
3/1/2020 12:39,9.46E-01,1.17E+00
3/1/2020 12:50,1.00E+00,1.13E+00
3/1/2020 13:00,9.72E-01,1.07E+00
3/1/2020 13:09,9.77E-01,1.15E+00
3/1/2020 13:19,9.58E-01,1.13E+00
3/1/2020 13:29,9.88E-01,1.08E+00
3/1/2020 13:39,9.75E-01,1.09E+00
3/1/2020 13:49,1.03E+00,1.12E+00
3/1/2020 14:00,9.88E-01,1.12E+00
3/1/2020 14:10,1.03E+00,1.07E+00
3/1/2020 14:20,1.07E+00,1.08E+00
3/1/2020 14:30,1.06E+00,1.14E+00
3/1/2020 14:39,1.07E+00,1.11E+00
3/1/2020 14:49,1.02E+00,1.09E+00
3/1/2020 14:59,1.03E+00,1.04E+00
3/1/2020 15:10,9.76E-01,1.15E+00
3/1/2020 15:20,1.02E+00,1.12E+00
3/1/2020 15:30,1.03E+00,1.12E+00
3/1/2020 15:40,9.68E-01,1.08E+00
3/1/2020 15:49,9.86E-01,1.08E+00
3/1/2020 15:59,1.07E+00,1.09E+00
3/1/2020 16:09,9.62E-01,1.11E+00
3/1/2020 16:20,1.01E+00,1.10E+00
3/1/2020 16:30,1.01E+00,1.12E+00
3/1/2020 16:40,9.83E-01,1.10E+00
3/1/2020 16:50,9.75E-01,1.05E+00
3/1/2020 16:59,1.08E+00,1.06E+00
3/1/2020 17:09,9.98E-01,1.11E+00
3/1/2020 17:19,1.14E+00,1.13E+00
3/1/2020 17:30,1.00E+00,1.13E+00
3/1/2020 17:40,9.56E-01,1.06E+00
3/1/2020 17:50,1.01E+00,1.12E+00
3/1/2020 18:00,9.88E-01,1.19E+00
3/1/2020 18:09,1.06E+00,1.08E+00
3/1/2020 18:19,9.51E-01,1.10E+00
3/1/2020 18:29,1.03E+00,1.11E+00
3/1/2020 18:40,1.02E+00,1.09E+00
3/1/2020 18:50,1.02E+00,1.12E+00
3/1/2020 19:00,1.00E+00,1.08E+00
3/1/2020 19:10,1.01E+00,1.06E+00
3/1/2020 19:19,9.58E-01,1.12E+00
3/1/2020 19:29,1.01E+00,1.14E+00
3/1/2020 19:39,9.33E-01,1.06E+00
3/1/2020 19:50,9.71E-01,1.07E+00
3/1/2020 20:00,1.03E+00,1.11E+00
3/1/2020 20:10,1.04E+00,1.07E+00
3/1/2020 20:20,1.06E+00,1.08E+00
3/1/2020 20:29,1.00E+00,1.07E+00
3/1/2020 20:39,1.08E+00,1.06E+00
3/1/2020 20:49,9.26E-01,1.08E+00
3/1/2020 21:00,9.66E-01,1.10E+00
3/1/2020 21:10,9.86E-01,1.11E+00
3/1/2020 21:20,1.08E+00,1.11E+00
3/1/2020 21:30,9.64E-01,1.12E+00
3/1/2020 21:39,8.84E-01,1.12E+00
3/1/2020 21:49,1.06E+00,1.11E+00
3/1/2020 21:59,1.04E+00,1.13E+00
3/1/2020 22:10,9.17E-01,1.11E+00
3/1/2020 22:20,1.03E+00,1.08E+00
3/1/2020 22:30,9.46E-01,1.10E+00
3/1/2020 22:40,1.07E+00,1.10E+00
3/1/2020 22:49,9.68E-01,1.09E+00
3/1/2020 22:59,1.09E+00,1.05E+00
3/1/2020 23:09,1.11E+00,1.10E+00
3/1/2020 23:20,1.07E+00,1.07E+00
3/1/2020 23:30,8.58E-01,1.10E+00
3/1/2020 23:40,9.05E-01,1.12E+00
3/1/2020 23:50,9.91E-01,1.06E+00
3/1/2020 23:59,9.91E-01,1.14E+00
3/2/2020 0:09,1.07E+00,1.11E+00
3/2/2020 0:19,9.99E-01,1.11E+00
3/2/2020 0:30,1.05E+00,1.12E+00
3/2/2020 0:40,9.25E-01,1.07E+00
3/2/2020 0:50,9.72E-01,1.08E+00
3/2/2020 1:00,9.44E-01,1.10E+00
3/2/2020 1:09,1.06E+00,1.14E+00
3/2/2020 1:19,1.13E+00,1.05E+00
3/2/2020 1:30,9.94E-01,1.04E+00
3/2/2020 1:40,1.02E+00,1.09E+00
3/2/2020 1:50,9.21E-01,1.07E+00
3/2/2020 2:00,9.36E-01,1.09E+00
3/2/2020 2:10,9.92E-01,1.10E+00
3/2/2020 2:19,1.02E+00,1.10E+00
3/2/2020 2:29,1.09E+00,1.12E+00
3/2/2020 2:40,1.03E+00,1.10E+00
3/2/2020 2:50,1.07E+00,1.10E+00
3/2/2020 3:00,9.59E-01,1.11E+00
3/2/2020 3:10,9.00E-01,1.10E+00
3/2/2020 3:19,9.70E-01,1.11E+00
3/2/2020 3:29,9.86E-01,1.10E+00
3/2/2020 3:39,9.81E-01,1.10E+00
3/2/2020 3:49,1.06E+00,1.10E+00
3/2/2020 4:00,1.02E+00,1.10E+00
3/2/2020 4:10,9.76E-01,1.11E+00
3/2/2020 4:20,9.86E-01,1.10E+00
3/2/2020 4:30,1.01E+00,1.09E+00
3/2/2020 4:39,1.04E+00,1.07E+00
3/2/2020 4:49,9.68E-01,1.10E+00
3/2/2020 4:59,9.90E-01,1.12E+00
3/2/2020 5:10,9.95E-01,1.11E+00
3/2/2020 5:20,1.07E+00,1.12E+00
3/2/2020 5:30,1.01E+00,1.10E+00
3/2/2020 5:40,1.03E+00,1.13E+00
3/2/2020 5:49,9.57E-01,1.16E+00
3/2/2020 5:59,9.97E-01,1.12E+00
3/2/2020 6:09,9.54E-01,1.08E+00
3/2/2020 6:20,1.05E+00,1.09E+00
3/2/2020 6:30,9.05E-01,1.11E+00
3/2/2020 6:40,9.55E-01,1.10E+00
3/2/2020 6:50,9.87E-01,1.16E+00
3/2/2020 6:59,1.03E+00,1.11E+00
3/2/2020 7:09,9.78E-01,1.08E+00
3/2/2020 7:19,9.64E-01,1.14E+00
3/2/2020 7:30,1.05E+00,1.15E+00
3/2/2020 7:40,1.09E+00,1.12E+00
3/2/2020 7:50,1.05E+00,1.10E+00
3/2/2020 8:00,1.01E+00,1.12E+00
3/2/2020 8:09,9.33E-01,1.09E+00
3/2/2020 8:19,9.56E-01,1.11E+00
3/2/2020 8:29,1.06E+00,1.09E+00
3/2/2020 8:40,9.95E-01,1.07E+00
3/2/2020 8:50,1.08E+00,1.10E+00
3/2/2020 9:00,1.02E+00,1.09E+00
3/2/2020 9:10,1.06E+00,1.18E+00
3/2/2020 9:19,1.07E+00,1.05E+00
3/2/2020 9:29,1.02E+00,1.07E+00
3/2/2020 9:39,9.16E-01,1.12E+00
3/2/2020 9:50,1.00E+00,1.12E+00
3/2/2020 10:00,9.62E-01,1.17E+00
3/2/2020 10:10,1.03E+00,1.10E+00
3/2/2020 10:20,1.02E+00,1.11E+00
3/2/2020 10:29,9.32E-01,1.11E+00
3/2/2020 10:39,1.03E+00,1.11E+00
3/2/2020 10:49,1.04E+00,1.09E+00
3/2/2020 11:00,1.03E+00,1.10E+00
3/2/2020 11:10,9.67E-01,1.10E+00
3/2/2020 11:20,9.92E-01,1.08E+00
3/2/2020 11:30,1.06E+00,1.10E+00
3/2/2020 11:40,1.12E+00,1.11E+00
3/2/2020 11:49,1.04E+00,1.12E+00
3/2/2020 11:59,9.14E-01,1.11E+00
3/2/2020 12:09,1.04E+00,1.14E+00
3/2/2020 12:20,9.91E-01,1.09E+00
3/2/2020 12:30,1.11E+00,1.08E+00
3/2/2020 12:40,1.10E+00,1.07E+00
3/2/2020 12:50,9.79E-01,1.08E+00
3/2/2020 12:59,9.60E-01,1.08E+00
3/2/2020 13:09,1.03E+00,1.17E+00
3/2/2020 13:19,1.06E+00,1.10E+00
3/2/2020 13:30,1.04E+00,1.07E+00
3/2/2020 13:40,1.05E+00,1.08E+00
3/2/2020 13:50,9.67E-01,1.11E+00
3/2/2020 14:00,1.05E+00,1.12E+00
3/2/2020 14:09,9.95E-01,1.11E+00
3/2/2020 14:19,1.12E+00,1.09E+00
3/2/2020 14:29,1.09E+00,1.12E+00
3/2/2020 14:40,9.85E-01,1.10E+00
3/2/2020 14:50,1.01E+00,1.12E+00
3/2/2020 15:00,1.01E+00,1.09E+00
3/2/2020 15:10,1.03E+00,1.09E+00
3/2/2020 15:19,1.10E+00,1.13E+00
3/2/2020 15:29,1.13E+00,1.07E+00
3/2/2020 15:39,1.08E+00,1.09E+00
3/2/2020 15:50,9.75E-01,1.14E+00
3/2/2020 16:00,9.53E-01,1.13E+00
3/2/2020 16:10,9.83E-01,1.07E+00
3/2/2020 16:20,9.87E-01,1.07E+00
3/2/2020 16:29,9.56E-01,1.08E+00
3/2/2020 16:39,1.01E+00,1.07E+00
3/2/2020 16:49,9.60E-01,1.12E+00
3/2/2020 17:00,1.06E+00,1.06E+00
3/2/2020 17:10,1.03E+00,1.12E+00
3/2/2020 17:20,1.05E+00,1.11E+00
3/2/2020 17:30,9.78E-01,1.12E+00
3/2/2020 17:39,9.79E-01,1.08E+00
3/2/2020 17:49,1.00E+00,1.14E+00
3/2/2020 17:59,1.07E+00,1.11E+00
3/2/2020 18:10,1.05E+00,1.10E+00
3/2/2020 18:20,9.12E-01,1.07E+00
3/2/2020 18:30,9.56E-01,1.09E+00
3/2/2020 18:40,8.86E-01,1.14E+00
3/2/2020 18:49,1.02E+00,1.07E+00
3/2/2020 18:59,8.91E-01,1.05E+00
3/2/2020 19:09,9.88E-01,1.12E+00
3/2/2020 19:20,9.22E-01,1.16E+00
3/2/2020 19:30,1.06E+00,1.14E+00
3/2/2020 19:40,1.01E+00,1.12E+00
3/2/2020 19:50,1.11E+00,1.05E+00
3/2/2020 19:59,1.07E+00,1.11E+00
3/2/2020 20:09,1.11E+00,1.15E+00
3/2/2020 20:19,1.02E+00,1.08E+00
3/2/2020 20:30,1.03E+00,1.11E+00
3/2/2020 20:40,1.01E+00,1.16E+00
3/2/2020 20:50,1.12E+00,1.09E+00
3/2/2020 21:00,1.04E+00,1.11E+00
3/2/2020 21:09,1.10E+00,1.10E+00
3/2/2020 21:19,9.84E-01,1.06E+00
3/2/2020 21:29,1.03E+00,1.10E+00
3/2/2020 21:40,1.10E+00,1.12E+00
3/2/2020 21:50,1.09E+00,1.08E+00
3/2/2020 22:00,1.03E+00,1.07E+00
3/2/2020 22:10,1.02E+00,1.09E+00
3/2/2020 22:19,1.12E+00,1.17E+00
3/2/2020 22:29,1.04E+00,1.09E+00
3/2/2020 22:39,9.66E-01,1.12E+00
3/2/2020 22:50,1.15E+00,1.11E+00
3/2/2020 23:00,1.10E+00,1.09E+00
3/2/2020 23:10,9.07E-01,1.06E+00
3/2/2020 23:20,9.60E-01,1.08E+00
3/2/2020 23:29,1.18E+00,1.08E+00
3/2/2020 23:39,1.05E+00,1.05E+00
3/2/2020 23:49,9.86E-01,1.08E+00
3/3/2020 0:00,1.07E+00,1.06E+00
3/3/2020 0:10,1.01E+00,1.07E+00
3/3/2020 0:20,9.78E-01,1.13E+00
3/3/2020 0:30,1.10E+00,1.06E+00
3/3/2020 0:39,9.22E-01,1.09E+00
3/3/2020 0:49,1.01E+00,1.06E+00
3/3/2020 0:59,9.73E-01,1.10E+00
3/3/2020 1:10,1.00E+00,1.11E+00
3/3/2020 1:20,9.31E-01,1.09E+00
3/3/2020 1:30,9.78E-01,1.10E+00
3/3/2020 1:40,9.42E-01,1.08E+00
3/3/2020 1:49,9.46E-01,1.13E+00
3/3/2020 1:59,9.88E-01,1.08E+00
3/3/2020 2:09,1.01E+00,1.12E+00
3/3/2020 2:20,9.76E-01,1.13E+00
3/3/2020 2:30,1.07E+00,1.15E+00
3/3/2020 2:40,1.02E+00,1.09E+00
3/3/2020 2:50,1.01E+00,1.11E+00
3/3/2020 2:59,1.02E+00,1.16E+00
3/3/2020 3:09,1.02E+00,1.10E+00
3/3/2020 3:19,1.03E+00,1.11E+00
3/3/2020 3:30,1.11E+00,1.10E+00
3/3/2020 3:40,1.19E+00,1.10E+00
3/3/2020 3:50,9.90E-01,1.10E+00
3/3/2020 4:00,1.11E+00,1.03E+00
3/3/2020 4:09,9.59E-01,1.18E+00
3/3/2020 4:19,9.62E-01,1.12E+00
3/3/2020 4:29,1.03E+00,1.14E+00
3/3/2020 4:40,1.03E+00,1.10E+00
3/3/2020 4:50,9.43E-01,1.06E+00
3/3/2020 5:00,9.53E-01,1.10E+00
3/3/2020 5:10,1.03E+00,1.09E+00
3/3/2020 5:19,1.02E+00,1.08E+00
3/3/2020 5:29,1.10E+00,1.15E+00
3/3/2020 5:39,1.05E+00,1.07E+00
3/3/2020 5:50,1.01E+00,1.17E+00
3/3/2020 6:00,1.04E+00,1.13E+00
3/3/2020 6:10,1.06E+00,1.04E+00
3/3/2020 6:20,1.03E+00,1.08E+00
3/3/2020 6:30,9.25E-01,1.09E+00
3/3/2020 6:39,1.06E+00,1.12E+00
3/3/2020 6:49,8.86E-01,1.10E+00
3/3/2020 7:00,1.05E+00,1.09E+00
3/3/2020 7:10,1.03E+00,1.09E+00
3/3/2020 7:20,1.04E+00,1.10E+00
3/3/2020 7:30,9.96E-01,1.10E+00
3/3/2020 7:40,9.50E-01,1.13E+00
3/3/2020 7:49,1.02E+00,1.15E+00
3/3/2020 7:59,9.66E-01,1.09E+00
3/3/2020 8:10,1.07E+00,1.06E+00
3/3/2020 8:20,9.91E-01,1.03E+00
3/3/2020 8:30,1.05E+00,1.10E+00
3/3/2020 8:40,1.04E+00,1.13E+00
3/3/2020 8:50,1.12E+00,1.09E+00
3/3/2020 8:59,1.10E+00,1.16E+00
3/3/2020 9:09,1.01E+00,1.07E+00
3/3/2020 9:20,1.00E+00,1.10E+00
3/3/2020 9:30,1.04E+00,1.06E+00
3/3/2020 9:40,9.90E-01,1.13E+00
3/3/2020 9:50,9.47E-01,1.08E+00
3/3/2020 10:00,8.92E-01,1.09E+00
3/3/2020 10:09,1.01E+00,1.12E+00
3/3/2020 10:19,1.12E+00,1.05E+00
3/3/2020 10:29,1.11E+00,1.05E+00
3/3/2020 10:40,9.80E-01,1.11E+00
3/3/2020 10:50,1.06E+00,1.07E+00
3/3/2020 11:00,9.19E-01,1.08E+00
3/3/2020 11:10,1.01E+00,1.16E+00
3/3/2020 11:19,1.02E+00,1.09E+00
3/3/2020 11:29,9.78E-01,1.10E+00
3/3/2020 11:39,9.71E-01,1.07E+00
3/3/2020 11:50,9.69E-01,1.08E+00
3/3/2020 12:00,1.02E+00,1.08E+00
3/3/2020 12:10,1.09E+00,1.12E+00
3/3/2020 12:20,9.75E-01,1.07E+00
3/3/2020 12:29,9.82E-01,1.07E+00
3/3/2020 12:39,1.07E+00,1.10E+00
3/3/2020 12:49,9.26E-01,1.09E+00
3/3/2020 13:00,1.11E+00,1.06E+00
3/3/2020 13:10,1.02E+00,1.08E+00
3/3/2020 13:20,1.02E+00,1.12E+00
3/3/2020 13:30,9.63E-01,1.08E+00
3/3/2020 13:39,1.00E+00,1.08E+00
3/3/2020 13:49,1.04E+00,1.05E+00
3/3/2020 13:59,1.07E+00,1.13E+00
3/3/2020 14:10,9.44E-01,1.10E+00
3/3/2020 14:20,1.07E+00,1.09E+00
3/3/2020 14:30,1.02E+00,1.14E+00
3/3/2020 14:40,1.10E+00,1.05E+00
3/3/2020 14:49,1.06E+00,1.13E+00
3/3/2020 14:59,1.06E+00,1.08E+00
3/3/2020 15:10,1.00E+00,1.07E+00
3/3/2020 15:20,9.86E-01,1.06E+00
3/3/2020 15:30,9.96E-01,1.10E+00
3/3/2020 15:40,9.82E-01,1.12E+00
3/3/2020 15:50,1.03E+00,1.11E+00
3/3/2020 15:59,9.22E-01,1.08E+00
3/3/2020 16:09,9.72E-01,1.09E+00
3/3/2020 16:20,1.79E+01,2.54E+01
3/3/2020 16:30,1.07E+00,1.14E+00
3/3/2020 16:40,9.43E-01,1.20E+00
3/3/2020 16:50,1.10E+00,1.15E+00
3/3/2020 17:00,1.02E+00,1.10E+00
3/3/2020 17:09,1.06E+00,1.17E+00
3/3/2020 17:19,9.42E-01,1.08E+00
3/3/2020 17:30,1.06E+00,1.12E+00
3/3/2020 17:40,9.28E-01,1.07E+00
3/3/2020 17:50,1.02E+00,1.11E+00
3/3/2020 18:00,9.70E-01,1.09E+00
3/3/2020 18:10,1.05E+00,1.08E+00
3/3/2020 18:19,9.79E-01,1.03E+00
3/3/2020 18:29,9.99E-01,1.11E+00
3/3/2020 18:40,1.05E+00,1.08E+00
3/3/2020 18:50,9.95E-01,1.08E+00
3/3/2020 19:00,1.10E+00,1.07E+00
3/3/2020 19:10,1.12E+00,1.06E+00
3/3/2020 19:19,9.21E-01,1.08E+00
3/3/2020 19:29,1.06E+00,1.09E+00
3/3/2020 19:39,1.03E+00,1.12E+00
3/3/2020 19:50,9.28E-01,1.10E+00
3/3/2020 20:00,9.98E-01,1.10E+00
3/3/2020 20:10,1.00E+00,1.10E+00
3/3/2020 20:20,9.79E-01,1.14E+00
3/3/2020 20:29,9.90E-01,1.06E+00
3/3/2020 20:39,1.00E+00,1.11E+00
3/3/2020 20:49,1.01E+00,1.09E+00
3/3/2020 21:00,1.06E+00,1.11E+00
3/3/2020 21:10,9.75E-01,1.14E+00
3/3/2020 21:20,9.63E-01,1.11E+00
3/3/2020 21:30,1.01E+00,1.14E+00
3/3/2020 21:39,9.68E-01,1.05E+00
3/3/2020 21:49,1.01E+00,1.07E+00
3/3/2020 21:59,1.06E+00,1.09E+00
3/3/2020 22:10,1.06E+00,1.08E+00
3/3/2020 22:20,9.91E-01,1.10E+00
3/3/2020 22:30,1.09E+00,1.08E+00
3/3/2020 22:40,1.03E+00,1.11E+00
3/3/2020 22:49,9.95E-01,1.15E+00
3/3/2020 22:59,1.08E+00,1.08E+00
3/3/2020 23:09,1.07E+00,1.03E+00
3/3/2020 23:20,1.00E+00,1.06E+00
3/3/2020 23:30,1.02E+00,1.10E+00
3/3/2020 23:40,1.01E+00,1.12E+00
3/3/2020 23:50,9.59E-01,1.11E+00
3/4/2020 0:00,1.02E+00,1.17E+00
3/4/2020 0:09,1.03E+00,1.12E+00
3/4/2020 0:19,1.00E+00,1.08E+00
3/4/2020 0:30,1.06E+00,1.10E+00
3/4/2020 0:40,1.14E+00,1.07E+00
3/4/2020 0:50,1.05E+00,1.08E+00
3/4/2020 1:00,1.06E+00,1.09E+00
3/4/2020 1:10,1.75E+01,1.45E+01
