Time (UTC),Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation
3/1/2020 10:03,1.08E+00,1.08E+00
3/1/2020 10:13,1.05E+00,1.12E+00
3/1/2020 10:23,1.04E+00,1.08E+00
3/1/2020 10:33,1.02E+00,1.12E+00
3/1/2020 10:43,1.00E+00,1.06E+00
3/1/2020 10:53,1.04E+00,1.06E+00
3/1/2020 11:03,1.00E+00,1.06E+00
3/1/2020 11:13,1.03E+00,1.12E+00
3/1/2020 11:23,1.01E+00,1.06E+00
3/1/2020 11:33,1.02E+00,1.10E+00
3/1/2020 11:43,1.04E+00,1.11E+00
3/1/2020 11:53,9.75E-01,1.05E+00
3/1/2020 12:03,1.02E+00,1.05E+00
3/1/2020 12:13,1.03E+00,1.07E+00
3/1/2020 12:23,1.05E+00,1.06E+00
3/1/2020 12:33,1.02E+00,1.09E+00
3/1/2020 12:44,1.01E+00,1.09E+00
3/1/2020 12:53,9.96E-01,1.08E+00
3/1/2020 13:03,9.43E-01,1.01E+00
3/1/2020 13:13,9.61E-01,1.07E+00
3/1/2020 13:23,9.97E-01,1.13E+00
3/1/2020 13:33,1.05E+00,9.79E-01
3/1/2020 13:43,1.07E+00,1.01E+00
3/1/2020 13:54,9.67E-01,1.09E+00
3/1/2020 14:03,9.76E-01,1.12E+00
3/1/2020 14:13,1.03E+00,1.17E+00
3/1/2020 14:23,1.03E+00,1.14E+00
3/1/2020 14:33,1.02E+00,1.03E+00
3/1/2020 14:43,1.01E+00,1.06E+00
3/1/2020 14:53,1.00E+00,1.08E+00
3/1/2020 15:03,1.05E+00,1.08E+00
3/1/2020 15:13,1.08E+00,1.13E+00
3/1/2020 15:23,1.01E+00,1.03E+00
3/1/2020 15:33,1.05E+00,1.10E+00
3/1/2020 15:43,1.02E+00,1.10E+00
3/1/2020 15:53,9.94E-01,1.06E+00
3/1/2020 16:03,1.00E+00,1.06E+00
3/1/2020 16:14,1.04E+00,1.06E+00
3/1/2020 16:23,9.97E-01,1.06E+00
3/1/2020 16:33,9.65E-01,1.07E+00
3/1/2020 16:43,1.02E+00,1.08E+00
3/1/2020 16:53,1.03E+00,1.09E+00
3/1/2020 17:03,1.05E+00,1.11E+00
3/1/2020 17:13,1.03E+00,1.10E+00
3/1/2020 17:24,1.02E+00,1.15E+00
3/1/2020 17:33,1.05E+00,1.08E+00
3/1/2020 17:43,1.03E+00,1.07E+00
3/1/2020 17:53,9.99E-01,1.04E+00
3/1/2020 18:03,1.05E+00,1.08E+00
3/1/2020 18:13,1.04E+00,1.09E+00
3/1/2020 18:23,9.65E-01,1.03E+00
3/1/2020 18:33,1.04E+00,1.09E+00
3/1/2020 18:43,9.98E-01,1.08E+00
3/1/2020 18:53,1.01E+00,1.08E+00
3/1/2020 19:03,1.01E+00,1.06E+00
3/1/2020 19:13,1.00E+00,1.04E+00
3/1/2020 19:23,9.94E-01,1.12E+00
3/1/2020 19:33,1.01E+00,1.11E+00
3/1/2020 19:44,1.00E+00,1.08E+00
3/1/2020 19:53,9.94E-01,1.09E+00
3/1/2020 20:03,1.02E+00,1.08E+00
3/1/2020 20:13,9.59E-01,1.06E+00
3/1/2020 20:23,9.68E-01,1.06E+00
3/1/2020 20:33,1.01E+00,1.03E+00
3/1/2020 20:43,1.07E+00,1.08E+00
3/1/2020 20:53,1.03E+00,9.97E-01
3/1/2020 21:03,1.05E+00,1.07E+00
3/1/2020 21:13,1.08E+00,1.08E+00
3/1/2020 21:23,1.05E+00,1.08E+00
3/1/2020 21:33,1.01E+00,1.08E+00
3/1/2020 21:43,1.01E+00,1.06E+00
3/1/2020 21:53,1.06E+00,1.10E+00
3/1/2020 22:03,1.07E+00,1.08E+00
3/1/2020 22:13,1.03E+00,1.08E+00
3/1/2020 22:23,1.03E+00,1.03E+00
3/1/2020 22:33,1.03E+00,1.07E+00
3/1/2020 22:43,1.00E+00,1.07E+00
3/1/2020 22:53,9.75E-01,1.07E+00
3/1/2020 23:03,1.03E+00,1.09E+00
3/1/2020 23:13,1.03E+00,1.06E+00
3/1/2020 23:24,1.02E+00,1.03E+00
3/1/2020 23:33,1.04E+00,1.07E+00
3/1/2020 23:43,1.02E+00,1.06E+00
3/1/2020 23:53,1.06E+00,1.08E+00
3/2/2020 0:03,1.07E+00,1.07E+00
3/2/2020 0:13,1.04E+00,1.08E+00
3/2/2020 0:24,9.91E-01,1.07E+00
3/2/2020 0:33,1.00E+00,1.07E+00
3/2/2020 0:43,1.03E+00,1.07E+00
3/2/2020 0:53,1.01E+00,1.05E+00
3/2/2020 1:03,9.83E-01,1.04E+00
3/2/2020 1:13,9.58E-01,1.04E+00
3/2/2020 1:23,1.01E+00,1.07E+00
3/2/2020 1:34,1.02E+00,1.06E+00
3/2/2020 1:43,9.90E-01,1.05E+00
3/2/2020 1:53,1.02E+00,1.09E+00
3/2/2020 2:03,1.02E+00,1.09E+00
3/2/2020 2:13,1.07E+00,1.14E+00
3/2/2020 2:23,1.02E+00,1.08E+00
3/2/2020 2:33,1.04E+00,1.04E+00
3/2/2020 2:44,1.09E+00,1.12E+00
3/2/2020 2:53,1.00E+00,1.07E+00
3/2/2020 3:03,1.02E+00,1.05E+00
3/2/2020 3:13,1.02E+00,1.14E+00
3/2/2020 3:23,1.04E+00,1.05E+00
3/2/2020 3:33,1.01E+00,1.08E+00
3/2/2020 3:43,9.93E-01,1.12E+00
3/2/2020 3:54,1.02E+00,1.11E+00
3/2/2020 4:03,1.02E+00,1.05E+00
3/2/2020 4:13,1.01E+00,1.07E+00
3/2/2020 4:23,1.03E+00,1.09E+00
3/2/2020 4:33,9.58E-01,1.08E+00
3/2/2020 4:43,1.00E+00,1.07E+00
3/2/2020 4:53,9.62E-01,1.10E+00
3/2/2020 5:04,1.02E+00,1.01E+00
3/2/2020 5:13,9.99E-01,1.03E+00
3/2/2020 5:23,9.96E-01,1.09E+00
3/2/2020 5:33,1.05E+00,1.05E+00
3/2/2020 5:43,1.01E+00,1.07E+00
3/2/2020 5:53,1.04E+00,1.05E+00
3/2/2020 6:03,9.12E-01,1.11E+00
3/2/2020 6:14,9.72E-01,1.09E+00
3/2/2020 6:23,1.05E+00,1.04E+00
3/2/2020 6:33,1.02E+00,1.10E+00
3/2/2020 6:43,1.07E+00,1.11E+00
3/2/2020 6:53,1.03E+00,1.08E+00
3/2/2020 7:03,9.65E-01,1.13E+00
3/2/2020 7:13,9.88E-01,1.14E+00
3/2/2020 7:24,1.00E+00,1.08E+00
3/2/2020 7:33,9.78E-01,1.06E+00
3/2/2020 7:43,9.86E-01,1.10E+00
3/2/2020 7:53,1.01E+00,1.11E+00
3/2/2020 8:03,1.05E+00,1.12E+00
3/2/2020 8:13,1.07E+00,1.04E+00
3/2/2020 8:23,1.02E+00,1.07E+00
3/2/2020 8:34,9.69E-01,1.09E+00
3/2/2020 8:43,9.77E-01,1.15E+00
3/2/2020 8:53,1.01E+00,1.08E+00
3/2/2020 9:03,9.62E-01,1.10E+00
3/2/2020 9:13,1.03E+00,1.05E+00
3/2/2020 9:23,1.03E+00,1.05E+00
3/2/2020 9:33,1.08E+00,1.10E+00
3/2/2020 9:43,1.04E+00,1.02E+00
3/2/2020 9:54,1.02E+00,1.13E+00
3/2/2020 10:03,1.04E+00,1.06E+00
3/2/2020 10:13,9.94E-01,1.08E+00
3/2/2020 10:23,1.04E+00,1.09E+00
3/2/2020 10:33,1.06E+00,1.03E+00
3/2/2020 10:43,1.01E+00,1.07E+00
3/2/2020 10:53,9.98E-01,1.10E+00
3/2/2020 11:04,9.82E-01,1.06E+00
3/2/2020 11:13,1.02E+00,1.09E+00
3/2/2020 11:23,1.03E+00,1.08E+00
3/2/2020 11:33,1.00E+00,1.13E+00
3/2/2020 11:43,1.05E+00,1.06E+00
3/2/2020 11:53,1.01E+00,1.02E+00
3/2/2020 12:03,9.83E-01,1.09E+00
3/2/2020 12:14,1.04E+00,1.10E+00
3/2/2020 12:23,1.05E+00,1.04E+00
3/2/2020 12:33,1.03E+00,1.07E+00
3/2/2020 12:43,1.01E+00,1.09E+00
3/2/2020 12:53,9.96E-01,1.05E+00
3/2/2020 13:03,9.57E-01,1.09E+00
3/2/2020 13:13,1.04E+00,1.12E+00
3/2/2020 13:24,1.01E+00,1.15E+00
3/2/2020 13:33,1.04E+00,1.07E+00
3/2/2020 13:43,1.02E+00,1.05E+00
3/2/2020 13:53,1.06E+00,1.08E+00
3/2/2020 14:03,1.08E+00,1.05E+00
3/2/2020 14:13,1.07E+00,1.05E+00
3/2/2020 14:23,1.01E+00,1.09E+00
3/2/2020 14:34,9.90E-01,1.12E+00
3/2/2020 14:43,9.64E-01,1.07E+00
3/2/2020 14:53,9.38E-01,1.02E+00
3/2/2020 15:03,1.06E+00,9.79E-01
3/2/2020 15:13,1.00E+00,1.07E+00
3/2/2020 15:23,1.00E+00,1.09E+00
3/2/2020 15:33,9.75E-01,1.11E+00
3/2/2020 15:44,1.01E+00,1.11E+00
3/2/2020 15:54,1.05E+00,1.12E+00
3/2/2020 16:03,1.03E+00,1.07E+00
3/2/2020 16:13,1.01E+00,1.10E+00
3/2/2020 16:23,1.05E+00,1.13E+00
3/2/2020 16:33,1.04E+00,1.07E+00
3/2/2020 16:43,9.99E-01,1.09E+00
3/2/2020 16:53,9.96E-01,1.10E+00
3/2/2020 17:04,9.68E-01,1.08E+00
3/2/2020 17:13,1.02E+00,1.06E+00
3/2/2020 17:23,9.92E-01,1.05E+00
3/2/2020 17:33,1.06E+00,1.10E+00
3/2/2020 17:43,1.01E+00,1.09E+00
3/2/2020 17:53,1.03E+00,1.05E+00
3/2/2020 18:04,1.05E+00,1.11E+00
3/2/2020 18:14,1.06E+00,1.12E+00
3/2/2020 18:23,1.04E+00,1.08E+00
3/2/2020 18:33,1.07E+00,1.09E+00
3/2/2020 18:43,1.02E+00,1.08E+00
3/2/2020 18:53,9.35E-01,1.01E+00
3/2/2020 19:03,9.97E-01,1.10E+00
3/2/2020 19:13,1.01E+00,1.09E+00
3/2/2020 19:24,1.03E+00,1.08E+00
3/2/2020 19:33,1.02E+00,1.01E+00
3/2/2020 19:43,9.75E-01,1.07E+00
3/2/2020 19:53,1.04E+00,1.07E+00
3/2/2020 20:03,1.01E+00,1.07E+00
3/2/2020 20:13,9.76E-01,1.08E+00
3/2/2020 20:24,1.02E+00,1.08E+00
3/2/2020 20:33,1.01E+00,1.04E+00
3/2/2020 20:43,9.95E-01,1.09E+00
3/2/2020 20:53,9.99E-01,1.05E+00
3/2/2020 21:03,1.02E+00,1.13E+00
3/2/2020 21:13,9.94E-01,1.07E+00
3/2/2020 21:23,1.01E+00,1.07E+00
3/2/2020 21:34,9.91E-01,1.07E+00
3/2/2020 21:43,1.09E+00,1.07E+00
3/2/2020 21:53,9.34E-01,1.09E+00
3/2/2020 22:03,9.86E-01,1.03E+00
3/2/2020 22:13,1.04E+00,1.09E+00
3/2/2020 22:23,1.02E+00,1.07E+00
3/2/2020 22:33,9.63E-01,1.08E+00
3/2/2020 22:44,1.02E+00,1.02E+00
3/2/2020 22:53,1.02E+00,1.09E+00
3/2/2020 23:03,1.02E+00,1.05E+00
3/2/2020 23:13,1.01E+00,1.05E+00
3/2/2020 23:23,1.00E+00,1.08E+00
3/2/2020 23:33,1.01E+00,1.09E+00
3/2/2020 23:43,9.79E-01,1.11E+00
3/2/2020 23:54,1.05E+00,1.08E+00
3/3/2020 0:03,1.03E+00,1.06E+00
3/3/2020 0:13,1.01E+00,1.04E+00
3/3/2020 0:23,1.02E+00,1.10E+00
3/3/2020 0:33,1.02E+00,1.10E+00
3/3/2020 0:43,9.48E-01,9.98E-01
3/3/2020 0:53,9.54E-01,1.07E+00
3/3/2020 1:04,9.87E+00,1.08E+01
3/3/2020 1:14,1.03E+00,1.14E+00
3/3/2020 1:23,9.90E-01,1.08E+00
3/3/2020 1:33,1.17E+01,1.37E+01
3/3/2020 1:43,9.91E-01,1.06E+00
3/3/2020 1:53,9.45E-01,1.03E+00
3/3/2020 2:03,9.54E-01,1.05E+00
3/3/2020 2:13,9.60E-01,1.08E+00
3/3/2020 2:24,1.03E+00,1.11E+00
3/3/2020 2:33,1.03E+00,1.03E+00
3/3/2020 2:43,1.02E+00,1.04E+00
3/3/2020 2:53,9.87E-01,1.12E+00
3/3/2020 3:03,1.00E+00,1.09E+00
3/3/2020 3:13,9.79E-01,1.02E+00
3/3/2020 3:23,1.02E+00,1.09E+00
3/3/2020 3:34,1.00E+00,1.06E+00
3/3/2020 3:43,1.04E+00,1.07E+00
3/3/2020 3:53,1.02E+00,1.08E+00
3/3/2020 4:03,9.64E-01,1.09E+00
3/3/2020 4:13,9.98E-01,1.08E+00
3/3/2020 4:23,1.01E+00,1.14E+00
3/3/2020 4:33,1.02E+00,1.06E+00
3/3/2020 4:44,9.53E-01,1.10E+00
3/3/2020 4:53,1.01E+00,1.08E+00
3/3/2020 5:03,9.68E-01,1.07E+00
3/3/2020 5:13,1.05E+00,1.07E+00
3/3/2020 5:23,9.97E-01,1.04E+00
3/3/2020 5:33,1.02E+00,1.10E+00
3/3/2020 5:43,1.03E+00,1.01E+00
3/3/2020 5:54,1.03E+00,1.10E+00
3/3/2020 6:03,1.03E+00,1.13E+00
3/3/2020 6:13,9.54E-01,1.05E+00
3/3/2020 6:23,1.01E+00,1.13E+00
3/3/2020 6:33,1.05E+00,1.05E+00
3/3/2020 6:43,1.00E+00,1.08E+00
3/3/2020 6:53,1.01E+00,1.07E+00
3/3/2020 7:04,1.02E+00,1.10E+00
3/3/2020 7:13,1.00E+00,1.09E+00
3/3/2020 7:23,1.06E+00,1.07E+00
3/3/2020 7:33,1.03E+00,1.08E+00
3/3/2020 7:43,1.06E+00,1.08E+00
3/3/2020 7:53,9.99E-01,1.07E+00
3/3/2020 8:03,9.87E-01,1.04E+00
3/3/2020 8:14,1.02E+00,1.14E+00
3/3/2020 8:23,1.00E+00,1.07E+00
3/3/2020 8:33,1.02E+00,1.05E+00
3/3/2020 8:43,9.54E-01,1.08E+00
3/3/2020 8:53,1.02E+00,1.05E+00
3/3/2020 9:03,1.00E+00,1.08E+00
3/3/2020 9:13,9.81E-01,1.09E+00
3/3/2020 9:24,9.80E-01,1.05E+00
3/3/2020 9:33,9.91E-01,1.11E+00
3/3/2020 9:43,9.90E-01,1.08E+00
3/3/2020 9:53,1.04E+00,1.11E+00
3/3/2020 10:03,1.01E+00,1.08E+00
3/3/2020 10:13,1.02E+00,1.13E+00
3/3/2020 10:23,1.02E+00,1.04E+00
3/3/2020 10:34,9.77E-01,1.05E+00
3/3/2020 10:43,1.03E+00,1.09E+00
3/3/2020 10:53,1.01E+00,1.05E+00
3/3/2020 11:03,9.87E-01,1.05E+00
3/3/2020 11:13,1.02E+00,1.06E+00
3/3/2020 11:23,1.02E+00,1.05E+00
3/3/2020 11:33,1.05E+00,1.05E+00
3/3/2020 11:44,1.00E+00,1.04E+00
3/3/2020 11:54,1.02E+00,1.07E+00
3/3/2020 12:03,1.02E+00,1.14E+00
3/3/2020 12:13,1.04E+00,1.13E+00
3/3/2020 12:23,1.01E+00,1.08E+00
3/3/2020 12:33,1.04E+00,1.02E+00
3/3/2020 12:43,1.04E+00,1.07E+00
3/3/2020 12:54,1.01E+00,1.06E+00
3/3/2020 13:04,1.01E+00,1.11E+00
3/3/2020 13:13,1.01E+00,1.09E+00
3/3/2020 13:23,1.06E+00,1.08E+00
3/3/2020 13:33,1.06E+00,1.03E+00
3/3/2020 13:43,1.07E+00,1.08E+00
3/3/2020 13:53,1.06E+00,1.09E+00
3/3/2020 14:04,1.00E+00,1.10E+00
3/3/2020 14:13,1.03E+00,1.02E+00
3/3/2020 14:23,1.01E+00,1.08E+00
3/3/2020 14:33,9.90E-01,1.14E+00
3/3/2020 14:43,1.05E+00,1.09E+00
3/3/2020 14:53,1.00E+00,1.08E+00
3/3/2020 15:03,1.03E+00,1.07E+00
3/3/2020 15:14,9.53E-01,1.06E+00
3/3/2020 15:23,9.78E-01,1.03E+00
3/3/2020 15:33,1.05E+00,1.07E+00
3/3/2020 15:43,9.98E-01,1.12E+00
3/3/2020 15:53,1.02E+00,1.06E+00
3/3/2020 16:03,1.30E+01,1.53E+01
3/3/2020 16:14,1.07E+00,1.04E+00
3/3/2020 16:24,1.00E+00,1.03E+00
3/3/2020 16:33,9.70E-01,1.11E+00
3/3/2020 16:43,9.81E-01,1.11E+00
3/3/2020 16:53,9.69E-01,1.06E+00
3/3/2020 17:03,1.09E+01,1.18E+01
3/3/2020 17:13,1.04E+00,1.08E+00
3/3/2020 17:23,1.05E+00,1.12E+00
3/3/2020 17:34,1.04E+00,1.10E+00
3/3/2020 17:43,9.72E-01,1.07E+00
3/3/2020 17:53,9.80E-01,1.11E+00
3/3/2020 18:03,1.03E+00,1.04E+00
3/3/2020 18:13,1.03E+00,1.05E+00
3/3/2020 18:23,9.64E-01,1.09E+00
3/3/2020 18:34,9.77E-01,1.10E+00
3/3/2020 18:44,1.04E+00,1.07E+00
3/3/2020 18:53,9.98E-01,1.06E+00
3/3/2020 19:03,1.06E+00,1.03E+00
3/3/2020 19:13,1.01E+00,1.06E+00
3/3/2020 19:23,9.48E-01,1.06E+00
3/3/2020 19:33,1.04E+00,1.08E+00
3/3/2020 19:44,1.06E+00,1.10E+00
3/3/2020 19:54,1.03E+00,1.09E+00
3/3/2020 20:03,1.01E+00,1.11E+00
3/3/2020 20:13,9.97E-01,1.08E+00
3/3/2020 20:23,9.79E-01,1.14E+00
3/3/2020 20:33,9.98E-01,1.05E+00
3/3/2020 20:43,1.03E+00,1.04E+00
3/3/2020 20:54,9.92E+00,1.10E+01
3/3/2020 21:04,1.00E+00,1.11E+00
3/3/2020 21:13,1.05E+00,1.04E+00
3/3/2020 21:23,1.14E+00,1.07E+00
3/3/2020 21:33,9.77E-01,1.05E+00
3/3/2020 21:43,9.85E-01,1.18E+00
3/3/2020 21:53,1.03E+00,1.04E+00
3/3/2020 22:04,9.66E-01,1.08E+00
3/3/2020 22:14,1.13E+01,1.31E+01
3/3/2020 22:23,1.03E+00,1.10E+00
3/3/2020 22:33,9.96E-01,1.08E+00
3/3/2020 22:43,9.72E-01,1.11E+00
3/3/2020 22:53,1.00E+00,1.06E+00
3/3/2020 23:03,9.98E-01,1.15E+00
3/3/2020 23:13,9.74E-01,1.09E+00
3/3/2020 23:24,1.03E+00,1.14E+00
3/3/2020 23:33,8.20E+00,1.00E+01
3/3/2020 23:43,9.89E-01,1.08E+00
3/3/2020 23:53,1.04E+00,1.08E+00
3/4/2020 0:03,1.02E+00,1.09E+00
3/4/2020 0:13,9.97E-01,1.13E+00
3/4/2020 0:23,1.04E+00,1.11E+00
3/4/2020 0:34,1.38E+01,1.47E+01
3/4/2020 0:43,9.80E-01,1.10E+00
3/4/2020 0:53,1.05E+00,1.09E+00
3/4/2020 1:03,1.02E+00,1.09E+00
3/4/2020 1:13,1.09E+00,1.04E+00
3/4/2020 1:23,9.79E-01,1.11E+00
3/4/2020 1:33,1.04E+00,1.02E+00
